evento,valor,tipo,mes_ano,fonte,Saldo Anterior (R$),Débitos (R$),Créditos (R$)
Pg.recarga Extintores,480.0,DESPESA,2025-02,XLSX,,,
Peças Elevador,1027.41,DESPESA,2025-02,XLSX,,,
Pg.pintura,2000.0,DESPESA,2025-02,XLSX,,,
Pg.materiais,938.75,DESPESA,2025-02,XLSX,,,
Pg.rep.hidráulico,1200.0,DESPESA,2025-02,XLSX,,,
Pg.mat.limpeza,850.5,DESPESA,2025-02,XLSX,,,
Pg.,6365.0,DESPESA,2025-02,XLSX,,,
Pg.issqn,1136.24,DESPESA,2025-02,XLSX,,,
Pg.tx.fin.sd.dev.01/2025,1157.0,DESPESA,2025-02,XLSX,,,
Pg.elab-Reinf/E-Social/Impostos,160.0,DESPESA,2025-02,XLSX,,,
Pg. Internet,115.34,DESPESA,2025-02,XLSX,,,
Pg.declaração Pmpa/Issqndec,38.0,DESPESA,2025-02,XLSX,,,
Pg.transações Bco.ted,20.0,DESPESA,2025-02,XLSX,,,
Pg.tarifa Banco Cobrança,644.0,DESPESA,2025-02,XLSX,,,
Pg.reemb.elab.e Entr.dirf,350.0,DESPESA,2025-02,XLSX,,,
Pg.impressões/Fotoc.,59.85,DESPESA,2025-02,XLSX,,,
Subtotal,72211.06,DESPESA,2025-02,XLSX,,,
Outros Eventos,65075.71,RECEITA,2025-03,XLSX,,,
Rec.cond.estacionamento,720.0,RECEITA,2025-03,XLSX,,,
Rec.alug.depósito,190.0,RECEITA,2025-03,XLSX,,,
Fundo Obras,533.41,RECEITA,2025-03,XLSX,,,
Rec.condomínio,62745.32,RECEITA,2025-03,XLSX,,,
Rec.,470.36,RECEITA,2025-03,XLSX,,,
Rec.taxa Uso Box,390.0,RECEITA,2025-03,XLSX,,,
Fundo Reserva,16.14,RECEITA,2025-03,XLSX,,,
Obra Poço Luz,10.48,RECEITA,2025-03,XLSX,,,
Rec. Multa,80.22,RECEITA,2025-03,XLSX,,,
Rec.multa+C.m.+Jrs.,358.82,RECEITA,2025-03,XLSX,,,
Dif.salarial,537.76,RECEITA,2025-03,XLSX,,,
Pg.serv.portaria,113.29,RECEITA,2025-03,XLSX,,,
Pg. Serviços,36.69,RECEITA,2025-03,XLSX,,,
13º Salario,21.81,RECEITA,2025-03,XLSX,,,
Água/Esgoto,48.23,RECEITA,2025-03,XLSX,,,
Pg.limp.cx.d.água,3.19,RECEITA,2025-03,XLSX,,,
Subtotal,66275.72,RECEITA,2025-03,XLSX,,,
Pg.síndico Prof.,3871.0,DESPESA,2025-03,XLSX,,,
Pg.serv.limp.,5729.07,DESPESA,2025-03,XLSX,,,
Pg.serv.portaria,20789.33,DESPESA,2025-03,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2025-03,XLSX,,,
Pg.vale Transporte,1171.18,DESPESA,2025-03,XLSX,,,
Pg.fgts,336.84,DESPESA,2025-03,XLSX,,,
Pg.pcmso Secovimed,208.38,DESPESA,2025-03,XLSX,,,
Pg.darf Inss(E-Social/Reinf),1510.57,DESPESA,2025-03,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2025-03,XLSX,,,
Taxa Auxiliar Administracao,1096.2,DESPESA,2025-03,XLSX,,,
Reemb.mat.expediente,109.62,DESPESA,2025-03,XLSX,,,
Pg.secovimed,175.32,DESPESA,2025-03,XLSX,,,
Pg.salário,3071.05,DESPESA,2025-03,XLSX,,,
Pg.folha Func.bco.,19.6,DESPESA,2025-03,XLSX,,,
Pg.assemb.ordin.,213.6,DESPESA,2025-03,XLSX,,,
Pg.seg.vida Func.03/2025,227.04,DESPESA,2025-03,XLSX,,,
Água/Esgoto,8695.51,DESPESA,2025-03,XLSX,,,
Pg.ceee,1824.66,DESPESA,2025-03,XLSX,,,
Pg.limp.cx.d.água,514.5,DESPESA,2025-03,XLSX,,,
Pg.manutenção,92.52,DESPESA,2025-03,XLSX,,,
Pg.conserto,390.0,DESPESA,2025-03,XLSX,,,
Pg.mat.pintura,719.8,DESPESA,2025-03,XLSX,,,
Pg.rep.hidráulico,373.45,DESPESA,2025-03,XLSX,,,
Pg.pintura,3200.0,DESPESA,2025-03,XLSX,,,
Pg.transações Bco.ted,32.0,DESPESA,2025-03,XLSX,,,
Pg.tx.fin.sd.dev.02/2025,1545.0,DESPESA,2025-03,XLSX,,,
Pg.issqn,1600.55,DESPESA,2025-03,XLSX,,,
Pg.declaração Pmpa/Issqndec,38.0,DESPESA,2025-03,XLSX,,,
Pg.elab-Reinf/E-Social/Impostos,80.0,DESPESA,2025-03,XLSX,,,
Pg.correio Conv.assemb.c/Ar,433.2,DESPESA,2025-03,XLSX,,,
Pg. Internet,114.84,DESPESA,2025-03,XLSX,,,
Pg.tarifa Banco Cobrança,644.0,DESPESA,2025-03,XLSX,,,
Pg.impressões/Fotoc.,10.5,DESPESA,2025-03,XLSX,,,
Subtotal,59637.33,DESPESA,2025-03,XLSX,,,
Outros Eventos,67438.83,RECEITA,2025-04,XLSX,,,
Fundo Obras,536.23,RECEITA,2025-04,XLSX,,,
Rec.condomínio,65452.6,RECEITA,2025-04,XLSX,,,
Rec.alug.depósito,240.0,RECEITA,2025-04,XLSX,,,
Rec.taxa Uso Box,680.0,RECEITA,2025-04,XLSX,,,
Rec.cond.estacionamento,40.0,RECEITA,2025-04,XLSX,,,
Rec.,490.0,RECEITA,2025-04,XLSX,,,
Rec.multa+C.m.+Jrs.,305.39,RECEITA,2025-04,XLSX,,,
Rec. Multa,85.38,RECEITA,2025-04,XLSX,,,
13º Salario,32.14,RECEITA,2025-04,XLSX,,,
Dif.salarial,556.85,RECEITA,2025-04,XLSX,,,
Subtotal,68418.59,RECEITA,2025-04,XLSX,,,
Pg.síndico Prof.,3871.0,DESPESA,2025-04,XLSX,,,
Pg.serv.portaria,20787.17,DESPESA,2025-04,XLSX,,,
Pg.serv.limp.,5728.48,DESPESA,2025-04,XLSX,,,
Pg.serv.prestados,169.75,DESPESA,2025-04,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2025-04,XLSX,,,
Pg.fgts,336.84,DESPESA,2025-04,XLSX,,,
Pg.pcmso Secovimed,208.38,DESPESA,2025-04,XLSX,,,
Pg.darf Inss(E-Social/Reinf),1584.97,DESPESA,2025-04,XLSX,,,
Pg.vale Transporte,1552.81,DESPESA,2025-04,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2025-04,XLSX,,,
Taxa Auxiliar Administracao,1096.2,DESPESA,2025-04,XLSX,,,
Reemb.mat.expediente,109.62,DESPESA,2025-04,XLSX,,,
Pg.secovimed,175.32,DESPESA,2025-04,XLSX,,,
Pg.folha Func.bco.,19.6,DESPESA,2025-04,XLSX,,,
Pg.salário,3089.3,DESPESA,2025-04,XLSX,,,
Pg.seg.vida Func.04/2025,227.04,DESPESA,2025-04,XLSX,,,
Água/Esgoto,8870.47,DESPESA,2025-04,XLSX,,,
Pg.ceee,1844.76,DESPESA,2025-04,XLSX,,,
Pg.manutenção,160.69,DESPESA,2025-04,XLSX,,,
Pg.limp.cx.d.água,514.5,DESPESA,2025-04,XLSX,,,
Pg.cons.fechadura,780.0,DESPESA,2025-04,XLSX,,,
Pg.mat.pintura,573.93,DESPESA,2025-04,XLSX,,,
Pg.mat.limpeza,596.4,DESPESA,2025-04,XLSX,,,
Pg.desp.cartório,213.99,DESPESA,2025-04,XLSX,,,
Pg.transações Bco.ted,32.0,DESPESA,2025-04,XLSX,,,
Pg.issqn,1175.72,DESPESA,2025-04,XLSX,,,
Pg.declaração Pmpa/Issqndec,38.0,DESPESA,2025-04,XLSX,,,
Pg. Internet,125.83,DESPESA,2025-04,XLSX,,,
Pg.tx.fin.sd.dev.03/2025,1413.0,DESPESA,2025-04,XLSX,,,
Pg.devolução,40.71,DESPESA,2025-04,XLSX,,,
Pg.remessa Doctos.,185.3,DESPESA,2025-04,XLSX,,,
Honor.advoc.,490.0,DESPESA,2025-04,XLSX,,,
Pg.elab-Reinf/E-Social/Impostos,80.0,DESPESA,2025-04,XLSX,,,
Pg.renovação Cert.digital,145.0,DESPESA,2025-04,XLSX,,,
Pg.tarifa Banco Cobrança,644.0,DESPESA,2025-04,XLSX,,,
Pg.impressões/Fotoc.,64.05,DESPESA,2025-04,XLSX,,,
Subtotal,57744.83,DESPESA,2025-04,XLSX,,,
Outros Eventos,63578.75,RECEITA,2025-05,XLSX,,,
Fundo Obras,489.86,RECEITA,2025-05,XLSX,,,
Rec.condomínio,61828.89,RECEITA,2025-05,XLSX,,,
Rec.alug.depósito,110.0,RECEITA,2025-05,XLSX,,,
Rec.taxa Uso Box,1070.0,RECEITA,2025-05,XLSX,,,
Rec.,80.0,RECEITA,2025-05,XLSX,,,
Rec.multa+C.m.+Jrs.,167.82,RECEITA,2025-05,XLSX,,,
Rec. Multa,76.19,RECEITA,2025-05,XLSX,,,
Dif.salarial,551.05,RECEITA,2025-05,XLSX,,,
Rec.ch.extra Férias,267.19,RECEITA,2025-05,XLSX,,,
Valor,4377.68,RECEITA,2025-05,XLSX,,,
Subtotal,69018.68,RECEITA,2025-05,XLSX,,,
Pg.síndico Prof.,3871.0,DESPESA,2025-05,XLSX,,,
Pg.serv.portaria,20787.22,DESPESA,2025-05,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2025-05,XLSX,,,
Pg.serv.limp.,5728.49,DESPESA,2025-05,XLSX,,,
Pg.fgts,338.45,DESPESA,2025-05,XLSX,,,
Pg.pcmso Secovimed,208.37,DESPESA,2025-05,XLSX,,,
Pg.vale Transporte,1394.18,DESPESA,2025-05,XLSX,,,
Pg.darf Inss(E-Social/Reinf),1517.69,DESPESA,2025-05,XLSX,,,
Pg.secovimed,175.32,DESPESA,2025-05,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2025-05,XLSX,,,
Taxa Auxiliar Administracao,1189.37,DESPESA,2025-05,XLSX,,,
Reemb.mat.expediente,118.94,DESPESA,2025-05,XLSX,,,
Pg.salário,3089.3,DESPESA,2025-05,XLSX,,,
Pg.seg.vida Func.05/2025,227.04,DESPESA,2025-05,XLSX,,,
Pg.folha Func.bco.,19.6,DESPESA,2025-05,XLSX,,,
Água/Esgoto,7567.02,DESPESA,2025-05,XLSX,,,
Pg.ceee,1694.38,DESPESA,2025-05,XLSX,,,
Pg.desinsetização,676.2,DESPESA,2025-05,XLSX,,,
Pg.limp.cx.d.água,509.6,DESPESA,2025-05,XLSX,,,
Pg.manutenção,175.41,DESPESA,2025-05,XLSX,,,
Pg.manut.bombas,3230.1,DESPESA,2025-05,XLSX,,,
Pg.reparos,1910.0,DESPESA,2025-05,XLSX,,,
Pg.material,57.0,DESPESA,2025-05,XLSX,,,
Pg.mat.limpeza,475.68,DESPESA,2025-05,XLSX,,,
Pg.,704.62,DESPESA,2025-05,XLSX,,,
Pg.tx.fin.sd.dev.04/2025,1199.0,DESPESA,2025-05,XLSX,,,
Pg.seguro Incêndio,1471.0,DESPESA,2025-05,XLSX,,,
Pg.issqn,1210.38,DESPESA,2025-05,XLSX,,,
Pg.certificação Digital,357.0,DESPESA,2025-05,XLSX,,,
Pg.elab-Reinf/E-Social/Impostos,80.0,DESPESA,2025-05,XLSX,,,
Pg.transações Bco.ted,32.0,DESPESA,2025-05,XLSX,,,
Pg.declaração Pmpa/Issqndec,38.0,DESPESA,2025-05,XLSX,,,
Pg. Internet,124.06,DESPESA,2025-05,XLSX,,,
Valor,4377.68,DESPESA,2025-05,XLSX,,,
Pg.tarifa Banco Cobrança,644.0,DESPESA,2025-05,XLSX,,,
Pg.impressões/Fotoc.,9.8,DESPESA,2025-05,XLSX,,,
Subtotal,66007.9,DESPESA,2025-05,XLSX,,,
Outros Eventos,64718.07,RECEITA,2025-06,XLSX,,,
Fundo Obras,498.58,RECEITA,2025-06,XLSX,,,
Rec.condomínio,63375.61,RECEITA,2025-06,XLSX,,,
Rec.alug.depósito,90.0,RECEITA,2025-06,XLSX,,,
Rec.taxa Uso Box,580.0,RECEITA,2025-06,XLSX,,,
Telhado,173.88,RECEITA,2025-06,XLSX,,,
Rec.multa+C.m.+Jrs.,83.26,RECEITA,2025-06,XLSX,,,
Rec. Multa,91.09,RECEITA,2025-06,XLSX,,,
Dif.salarial,568.79,RECEITA,2025-06,XLSX,,,
Rec.ch.extra Férias,5819.09,RECEITA,2025-06,XLSX,,,
Subtotal,71280.3,RECEITA,2025-06,XLSX,,,
Pg.síndico Prof.,3871.0,DESPESA,2025-06,XLSX,,,
Pg.serv.portaria,20785.53,DESPESA,2025-06,XLSX,,,
Pg.serv.limp.,5728.03,DESPESA,2025-06,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2025-06,XLSX,,,
Pg.fgts,338.45,DESPESA,2025-06,XLSX,,,
Pg.darf Inss(E-Social/Reinf),1522.91,DESPESA,2025-06,XLSX,,,
Pg.pcmso Secovimed,208.37,DESPESA,2025-06,XLSX,,,
Pg.vale Transporte,674.28,DESPESA,2025-06,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2025-06,XLSX,,,
Pg.secovimed,175.32,DESPESA,2025-06,XLSX,,,
Taxa Auxiliar Administracao,1189.37,DESPESA,2025-06,XLSX,,,
Reemb.mat.expediente,118.94,DESPESA,2025-06,XLSX,,,
Pg.salário,3439.29,DESPESA,2025-06,XLSX,,,
Pg.folha Func.bco.,19.6,DESPESA,2025-06,XLSX,,,
Pg.seg.vida Func.06/2025,227.04,DESPESA,2025-06,XLSX,,,
Água/Esgoto,7602.01,DESPESA,2025-06,XLSX,,,
Pg.ceee,1709.45,DESPESA,2025-06,XLSX,,,
Pg.rep.elétrico,199.4,DESPESA,2025-06,XLSX,,,
Pg.manutenção,4243.72,DESPESA,2025-06,XLSX,,,
Pg.limp.cx.d.água,509.6,DESPESA,2025-06,XLSX,,,
Pg.cons.fechadura,550.0,DESPESA,2025-06,XLSX,,,
Pg.impermeabilização,5500.0,DESPESA,2025-06,XLSX,,,
Pg.reparos,2440.0,DESPESA,2025-06,XLSX,,,
Pg.rep.elevador,129.82,DESPESA,2025-06,XLSX,,,
Pg.reforma,3620.08,DESPESA,2025-06,XLSX,,,
Pg.mat.pintura,3428.32,DESPESA,2025-06,XLSX,,,
Pg.mat.limpeza,1002.9,DESPESA,2025-06,XLSX,,,
Pg.tx.fin.sd.dev.05/2025,1138.0,DESPESA,2025-06,XLSX,,,
Pg.seguro Incêndio,1471.0,DESPESA,2025-06,XLSX,,,
Pg.issqn,1375.93,DESPESA,2025-06,XLSX,,,
Pg.transações Bco.ted,36.0,DESPESA,2025-06,XLSX,,,
Pg.,500.0,DESPESA,2025-06,XLSX,,,
Pg.taxa,103.03,DESPESA,2025-06,XLSX,,,
Pg.declaração Pmpa/Issqndec,38.0,DESPESA,2025-06,XLSX,,,
Pg.locação,287.64,DESPESA,2025-06,XLSX,,,
Pg.elab-Reinf/E-Social/Impostos,80.0,DESPESA,2025-06,XLSX,,,
Pg. Internet,123.71,DESPESA,2025-06,XLSX,,,
Pg. Taxa Crea,103.03,DESPESA,2025-06,XLSX,,,
Pg.tarifa Banco Cobrança,644.0,DESPESA,2025-06,XLSX,,,
Pg.impressões/Fotoc.,59.85,DESPESA,2025-06,XLSX,,,
Subtotal,75993.62,DESPESA,2025-06,XLSX,,,
Outros Eventos,79217.34,RECEITA,2025-07,XLSX,,,
Fundo Obras,770.54,RECEITA,2025-07,XLSX,,,
Rec.condomínio,74274.36,RECEITA,2025-07,XLSX,,,
Rec.alug.depósito,90.0,RECEITA,2025-07,XLSX,,,
Telhado,3502.44,RECEITA,2025-07,XLSX,,,
Rec.taxa Uso Box,580.0,RECEITA,2025-07,XLSX,,,
Rec.multa+C.m.+Jrs.,1974.81,RECEITA,2025-07,XLSX,,,
Rec. Multa,188.1,RECEITA,2025-07,XLSX,,,
Dif.salarial,571.27,RECEITA,2025-07,XLSX,,,
Rec.ch.extra Férias,277.59,RECEITA,2025-07,XLSX,,,
13º Salario,24.84,RECEITA,2025-07,XLSX,,,
Valor,1147.28,RECEITA,2025-07,XLSX,,,
Subtotal,83401.23,RECEITA,2025-07,XLSX,,,
Pg.férias Período,5499.51,DESPESA,2025-07,XLSX,,,
Pg.síndico Prof.,3871.0,DESPESA,2025-07,XLSX,,,
Pg.serv.portaria,20790.87,DESPESA,2025-07,XLSX,,,
Pg.serv.limp.,5729.5,DESPESA,2025-07,XLSX,,,
Pg.adto.salário,300.0,DESPESA,2025-07,XLSX,,,
Pg.fgts,369.21,DESPESA,2025-07,XLSX,,,
Pg.darf Inss(E-Social/Reinf),2879.37,DESPESA,2025-07,XLSX,,,
Pg.pcmso Secovimed,208.37,DESPESA,2025-07,XLSX,,,
Pg.vale Transporte,1443.57,DESPESA,2025-07,XLSX,,,
Pg.honor.processo,3800.0,DESPESA,2025-07,XLSX,,,
Taxa Auxiliar Administracao,1189.37,DESPESA,2025-07,XLSX,,,
Reemb.mat.expediente,118.94,DESPESA,2025-07,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2025-07,XLSX,,,
Pg.serv.prestados,418.0,DESPESA,2025-07,XLSX,,,
Pg.secovimed,175.32,DESPESA,2025-07,XLSX,,,
Pg.seg.vida Func.07/2025,227.04,DESPESA,2025-07,XLSX,,,
Pg.folha Func.bco.,19.6,DESPESA,2025-07,XLSX,,,
Pg.salário,3685.31,DESPESA,2025-07,XLSX,,,
Água/Esgoto,7123.53,DESPESA,2025-07,XLSX,,,
Pg.ceee,2030.27,DESPESA,2025-07,XLSX,,,
Pg.manutenção,4300.0,DESPESA,2025-07,XLSX,,,
Pg.limp.cx.d.água,509.6,DESPESA,2025-07,XLSX,,,
Pg.recarga Extintores,2610.0,DESPESA,2025-07,XLSX,,,
Pg.materiais,1437.7,DESPESA,2025-07,XLSX,,,
Pg.cons.telhado,3620.08,DESPESA,2025-07,XLSX,,,
Pg.mat.pintura,5402.26,DESPESA,2025-07,XLSX,,,
Pg.reforma,8686.44,DESPESA,2025-07,XLSX,,,
Pg.rep.hidráulico,1705.0,DESPESA,2025-07,XLSX,,,
Pg.rep.elevador,308.33,DESPESA,2025-07,XLSX,,,
Pg.reparos,1920.0,DESPESA,2025-07,XLSX,,,
Pg.,1440.7,DESPESA,2025-07,XLSX,,,
Pg.custas Judiciais,110.3,DESPESA,2025-07,XLSX,,,
Pg.seguro Incêndio,1471.0,DESPESA,2025-07,XLSX,,,
Pg.tx.fin.sd.dev.06/2025,1233.0,DESPESA,2025-07,XLSX,,,
Pg.issqn,1558.15,DESPESA,2025-07,XLSX,,,
Pg.declaração Pmpa/Issqndec,38.0,DESPESA,2025-07,XLSX,,,
Pg.transações Bco.ted,52.0,DESPESA,2025-07,XLSX,,,
Pg. Internet,122.15,DESPESA,2025-07,XLSX,,,
Pg.correio Conv.assemb.c/Ar,628.8,DESPESA,2025-07,XLSX,,,
Pg.elab-Reinf/E-Social/Impostos,80.0,DESPESA,2025-07,XLSX,,,
Pg.tarifa Banco Cobrança,644.0,DESPESA,2025-07,XLSX,,,
Pg.remessa Doctos.,170.2,DESPESA,2025-07,XLSX,,,
Pg.impressões/Fotoc.,58.45,DESPESA,2025-07,XLSX,,,
Valor,1147.28,DESPESA,2025-07,XLSX,,,
Subtotal,99332.22,DESPESA,2025-07,XLSX,,,
Outros Eventos,70152.98,RECEITA,2025-08,XLSX,,,
Fundo Obras,475.78,RECEITA,2025-08,XLSX,,,
Rec.condomínio,67513.0,RECEITA,2025-08,XLSX,,,
Rec.alug.depósito,90.0,RECEITA,2025-08,XLSX,,,
Telhado,124.2,RECEITA,2025-08,XLSX,,,
Rec.taxa Uso Box,1450.0,RECEITA,2025-08,XLSX,,,
Rec.acordo,500.0,RECEITA,2025-08,XLSX,,,
Rec.multa+C.m.+Jrs.,62.33,RECEITA,2025-08,XLSX,,,
Rec. Multa,82.57,RECEITA,2025-08,XLSX,,,
Dif.salarial,20.81,RECEITA,2025-08,XLSX,,,
Rec.ch.extra Férias,86.97,RECEITA,2025-08,XLSX,,,
Pg.acordo,80.0,RECEITA,2025-08,XLSX,,,
Valor,911.07,RECEITA,2025-08,XLSX,,,
Subtotal,71396.73,RECEITA,2025-08,XLSX,,,
Pg.síndico Prof.,3871.0,DESPESA,2025-08,XLSX,,,
Pg.serv.limp.,5147.3,DESPESA,2025-08,XLSX,,,
Pg.serv.portaria,18678.25,DESPESA,2025-08,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2025-08,XLSX,,,
Pg.sindef Dissídio-Desc.fl.pgtº.,238.2,DESPESA,2025-08,XLSX,,,
Pg.fgts,585.06,DESPESA,2025-08,XLSX,,,
Pg.darf Inss(E-Social/Reinf),6041.31,DESPESA,2025-08,XLSX,,,
Taxa Auxiliar Administracao,1189.37,DESPESA,2025-08,XLSX,,,
Reemb.mat.expediente,118.94,DESPESA,2025-08,XLSX,,,
Pg.pcmso Secovimed,208.37,DESPESA,2025-08,XLSX,,,
Pg.dissídio Empregador/2025,357.31,DESPESA,2025-08,XLSX,,,
Pg.vale Transporte,1378.49,DESPESA,2025-08,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2025-08,XLSX,,,
Pg.secovimed,242.6,DESPESA,2025-08,XLSX,,,
Pg.folha Func.bco.,19.6,DESPESA,2025-08,XLSX,,,
Pg.salário,2917.69,DESPESA,2025-08,XLSX,,,
Pg.seg.vida Func.08/2025,227.04,DESPESA,2025-08,XLSX,,,
Água/Esgoto,9044.28,DESPESA,2025-08,XLSX,,,
Pg.ceee,1917.12,DESPESA,2025-08,XLSX,,,
Pg.manut.bombas,1193.1,DESPESA,2025-08,XLSX,,,
Pg.manutenção,311.9,DESPESA,2025-08,XLSX,,,
Pg.manut.portão,2600.0,DESPESA,2025-08,XLSX,,,
Pg.rep.elétrico,650.0,DESPESA,2025-08,XLSX,,,
Pg.material,2208.73,DESPESA,2025-08,XLSX,,,
Pg.reforma,5636.44,DESPESA,2025-08,XLSX,,,
Pg.rep.hidráulico,504.37,DESPESA,2025-08,XLSX,,,
Pg.mat.pintura,2100.0,DESPESA,2025-08,XLSX,,,
Pg.rep.elevador,308.33,DESPESA,2025-08,XLSX,,,
Pg.cons.portão,284.2,DESPESA,2025-08,XLSX,,,
Pg.mat.limpeza,641.2,DESPESA,2025-08,XLSX,,,
Pg.seguro Incêndio,1471.0,DESPESA,2025-08,XLSX,,,
Pg.tx.fin.sd.dev.07/2025,1552.0,DESPESA,2025-08,XLSX,,,
Pg.issqn,1500.15,DESPESA,2025-08,XLSX,,,
Pg.transações Bco.ted,68.0,DESPESA,2025-08,XLSX,,,
Pg.declaração Pmpa/Issqndec,38.0,DESPESA,2025-08,XLSX,,,
Pg. Internet,122.97,DESPESA,2025-08,XLSX,,,
Pg.elab-Reinf/E-Social/Impostos,80.0,DESPESA,2025-08,XLSX,,,
Pg.remessa Doctos.,156.2,DESPESA,2025-08,XLSX,,,
Pg.tarifa Banco Cobrança,644.0,DESPESA,2025-08,XLSX,,,
Pg.impressões/Fotoc.,56.7,DESPESA,2025-08,XLSX,,,
Valor,911.07,DESPESA,2025-08,XLSX,,,
Subtotal,76020.29,DESPESA,2025-08,XLSX,,,
Outros Eventos,66281.67,RECEITA,2025-09,XLSX,,,
Fundo Obras,490.82,RECEITA,2025-09,XLSX,,,
Rec.condomínio,65024.82,RECEITA,2025-09,XLSX,,,
Rec.alug.depósito,110.0,RECEITA,2025-09,XLSX,,,
Telhado,49.68,RECEITA,2025-09,XLSX,,,
Rec.taxa Uso Box,290.0,RECEITA,2025-09,XLSX,,,
Rec.acordo,316.35,RECEITA,2025-09,XLSX,,,
Rec. Multa,96.6,RECEITA,2025-09,XLSX,,,
Rec.multa+C.m.+Jrs.,86.88,RECEITA,2025-09,XLSX,,,
Rec.ch.extra Férias,3392.88,RECEITA,2025-09,XLSX,,,
Dif.salarial,10.6,RECEITA,2025-09,XLSX,,,
13º Salario,25.91,RECEITA,2025-09,XLSX,,,
Subtotal,69894.54,RECEITA,2025-09,XLSX,,,
Pg.síndico Prof.,3871.0,DESPESA,2025-09,XLSX,,,
Pg.indenização,480.0,DESPESA,2025-09,XLSX,,,
Pg.serv.portaria,18678.25,DESPESA,2025-09,XLSX,,,
Pg.serv.limp.,5147.3,DESPESA,2025-09,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2025-09,XLSX,,,
Pg.fgts,361.24,DESPESA,2025-09,XLSX,,,
Pg.darf Inss(E-Social/Reinf),5219.62,DESPESA,2025-09,XLSX,,,
Pg.vale Transporte,2003.31,DESPESA,2025-09,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2025-09,XLSX,,,
Taxa Auxiliar Administracao,1189.37,DESPESA,2025-09,XLSX,,,
Reemb.mat.expediente,118.94,DESPESA,2025-09,XLSX,,,
Pg.secovimed,176.0,DESPESA,2025-09,XLSX,,,
Pg.folha Func.bco.,19.6,DESPESA,2025-09,XLSX,,,
Pg.salário,3242.45,DESPESA,2025-09,XLSX,,,
Pg.seg.vida Func.09/2025,227.04,DESPESA,2025-09,XLSX,,,
Água/Esgoto,10638.68,DESPESA,2025-09,XLSX,,,
Pg.ceee,2176.33,DESPESA,2025-09,XLSX,,,
Pg.manut.elevador,896.27,DESPESA,2025-09,XLSX,,,
Pg.manutenção,175.45,DESPESA,2025-09,XLSX,,,
Pg.fechadura,460.0,DESPESA,2025-09,XLSX,,,
Pg.material,756.96,DESPESA,2025-09,XLSX,,,
Pg.rep.gesso,1740.0,DESPESA,2025-09,XLSX,,,
Pg.mat.pintura,1136.54,DESPESA,2025-09,XLSX,,,
Pg.rep.elevador,308.33,DESPESA,2025-09,XLSX,,,
Pg.mat.limpeza,1330.7,DESPESA,2025-09,XLSX,,,
Pg.seguro Incêndio,1471.0,DESPESA,2025-09,XLSX,,,
Pg.tx.fin.sd.dev.08/2025,1644.0,DESPESA,2025-09,XLSX,,,
Pg.issqn,1001.39,DESPESA,2025-09,XLSX,,,
Pg.transações Bco.ted,52.0,DESPESA,2025-09,XLSX,,,
Pg.declaração Pmpa/Issqndec,38.0,DESPESA,2025-09,XLSX,,,
Pg. Internet,123.68,DESPESA,2025-09,XLSX,,,
Pg.descarte Docum./2019,95.0,DESPESA,2025-09,XLSX,,,
Pg.elab-Reinf/E-Social/Impostos,80.0,DESPESA,2025-09,XLSX,,,
Pg.tarifa Banco Cobrança,644.0,DESPESA,2025-09,XLSX,,,
Pg.remessa Doctos.,28.1,DESPESA,2025-09,XLSX,,,
Pg.impressões/Fotoc.,9.0,DESPESA,2025-09,XLSX,,,
Subtotal,66339.55,DESPESA,2025-09,XLSX,,,
Outros Eventos,69751.42,RECEITA,2025-10,XLSX,,,
Fundo Obras,480.55,RECEITA,2025-10,XLSX,,,
Rec.condomínio,67924.52,RECEITA,2025-10,XLSX,,,
Rec.alug.depósito,80.0,RECEITA,2025-10,XLSX,,,
Rec.taxa Uso Box,870.0,RECEITA,2025-10,XLSX,,,
Rec.,396.35,RECEITA,2025-10,XLSX,,,
Rec. Multa,117.26,RECEITA,2025-10,XLSX,,,
Rec.multa+C.m.+Jrs.,10.77,RECEITA,2025-10,XLSX,,,
13º Salario,1879.11,RECEITA,2025-10,XLSX,,,
Rec.ch.extra Férias,73.38,RECEITA,2025-10,XLSX,,,
Subtotal,71831.94,RECEITA,2025-10,XLSX,,,
Outros Eventos,310.4,DESPESA,2025-10,XLSX,,,
Rep.hidráulico,310.4,DESPESA,2025-10,XLSX,,,
Pg.síndico Prof.,3871.0,DESPESA,2025-10,XLSX,,,
Pg.serv.limp.,5147.3,DESPESA,2025-10,XLSX,,,
Pg.serv.portaria,18678.25,DESPESA,2025-10,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2025-10,XLSX,,,
