mes_ano,data,subconta,historico,complemento,debito,credito,saldo,saldo_anterior,macro_categoria
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:8F70 BL A] Parc.(02/03),,22.56,3171.96,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:1977 BL B] Parc.(02/03),,15.47,3187.43,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:DC97 BL B] Parc.(02/03),,8.19,3195.62,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:064A BL A] Parc.(02/03),,12.72,3208.34,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:E712 BL B] Parc.(02/03),,8.31,3216.65,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:1BCF BL B] Parc.(02/03),,8.72,3225.37,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:33DC BL A] Parc.(02/03),,12.48,3237.85,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:73EE BL B] Parc.(02/03),,11.38,3249.23,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:1ED7 BL A] Parc.(02/03),,28.46,3277.69,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:0414 BL B] Parc.(02/03),,8.19,3285.88,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:E623 BL B] Parc.(02/03),,8.27,3294.15,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:F281 BL B] Parc.(02/03),,7.96,3302.11,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:822B BL B] Parc.(02/03),,8.54,3310.65,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:7F68 BL B] Parc.(02/03),,8.72,3319.37,1929.86,Pessoal
2025-11,2025-11-10,FUNDO 13º SALÁRIO,13º SALARIO,11/25 Apto ALOJAMENTO Parc.(02/03),,208.76,3528.13,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:3C39 BL B] Parc.(02/03),,8.72,3536.85,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:BB6E BL A] Parc.(02/03),,22.56,3559.41,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:BA53 BL A] Parc.(02/03),,12.48,3571.89,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:1948 BL B] Parc.(02/03),,8.19,3580.08,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:4477 BL B] Parc.(02/03),,8.19,3588.27,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:DA3B BL B] Parc.(02/03),,8.72,3596.99,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:D611 BL A] Parc.(02/03),,12.48,3609.47,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:A113 BL B] Parc.(02/03),,8.31,3617.78,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:A9A0 BL A] Parc.(02/03),,22.56,3640.34,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:82B4 BL B] Parc.(02/03),,8.19,3648.53,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:8A4B BL B] Parc.(02/03),,8.72,3657.25,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:592E BL B] Parc.(02/03),,11.34,3668.59,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:B455 BL B] Parc.(02/03),,8.19,3676.78,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:A0D1 BL B] Parc.(02/03),,8.27,3685.05,1929.86,Pessoal
2025-11,2025-11-11,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:AB43 BL B] Parc.(02/03),,8.19,3693.24,1929.86,Pessoal
2025-11,2025-11-12,FUNDO 13º SALÁRIO,13º SALARIO,10/25 [AP:BA53 BL A]  Parc.(01/03),,12.48,3705.72,1929.86,Pessoal
2025-11,2025-11-12,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:6C58 BL B] Parc.(02/03),,8.19,3713.91,1929.86,Pessoal
2025-11,2025-11-12,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:BC3A BL B] Parc.(02/03),,8.13,3722.04,1929.86,Pessoal
2025-11,2025-11-14,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:FE84 BL B] Parc.(02/03),,8.19,3730.23,1929.86,Pessoal
2025-11,2025-11-17,FUNDO 13º SALÁRIO,13º SALARIO,10/25 [AP:A3B5 BL A]  Parc.(01/03),,12.72,3742.95,1929.86,Pessoal
2025-11,2025-11-17,FUNDO 13º SALÁRIO,13º SALARIO,10/25 [AP:FE84 BL B]  Parc.(01/03),,8.19,3751.14,1929.86,Pessoal
2025-11,2025-11-17,FUNDO 13º SALÁRIO,13º SALARIO,10/25 [AP:BC3A BL B]  Parc.(01/03),,8.13,3759.27,1929.86,Pessoal
2025-11,2025-11-18,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:717F BL B] Parc.(02/03),,10.17,3769.44,1929.86,Pessoal
2025-11,2025-11-24,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:FCDD BL A] Parc.(02/03),,12.48,3781.92,1929.86,Pessoal
2025-11,2025-11-24,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:A5CA BL B] Parc.(02/03),,8.31,3790.23,1929.86,Pessoal
2025-11,2025-11-25,FUNDO 13º SALÁRIO,13º SALARIO,12/25 [AP:CA85 BL B] Parc.(03/03),,8.19,3798.42,1929.86,Pessoal
2025-11,2025-11-26,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:B61A BL A] Parc.(02/03),,22.56,3820.98,1929.86,Pessoal
2025-11,2025-11-27,FUNDO 13º SALÁRIO,13º SALARIO,12/25 [AP:E271 BL A] Parc.(03/03),,12.48,3833.46,1929.86,Pessoal
2025-11,2025-11-27,FUNDO 13º SALÁRIO,13º SALARIO,12/25 [AP:4FDA BL B] Parc.(03/03),,8.19,3841.65,1929.86,Pessoal
2025-11,2025-11-28,FUNDO 13º SALÁRIO,PG.1º PARC.13º SAL.,11/2025 FUNCIONARIO_A,-1137.2,,2704.45,1929.86,Pessoal
2025-11,2025-11-28,FUNDO 13º SALÁRIO,PG.1º PARC.13º SAL.,11/2025 FUNCIONARIO_B,-1105.32,,1599.13,1929.86,Pessoal
2025-11,2025-11-28,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:7573 BL B] Parc.(02/03),,8.72,1607.85,1929.86,Pessoal
2025-11,2025-11-28,FUNDO 13º SALÁRIO,13º SALARIO,11/25 [AP:F769 BL B] Parc.(02/03),,8.19,1616.04,1929.86,Pessoal
2025-11,2025-11-28,FUNDO 13º SALÁRIO,13º SALARIO,12/25 [AP:6B34 BL B] Parc.(03/03),,9.18,1625.22,1929.86,Pessoal
2025-11,2025-11-28,FUNDO 13º SALÁRIO,13º SALARIO,12/25 [AP:DC15 BL A] Parc.(03/03),,12.48,1637.7,1929.86,Pessoal
2025-11,2025-11-28,FUNDO 13º SALÁRIO,13º SALARIO,12/25 [AP:BDE6 BL B] Parc.(03/03),,8.54,1646.24,1929.86,Pessoal
2025-11,2025-11-11,FUNDO DIF.SALÁRIO,DIF.SALARIAL,05/25 [AP:20A9 BL B],,2.36,12.96,10.6,Fundos
2025-11,2025-11-03,FUNDO FÉRIAS,REC.CH.EXTRA FÉRIAS,09/25 [AP:6C58 BL B]  Parc.(01/01),,14.94,3349.6,3334.66,Fundos
2025-11,2025-11-07,FUNDO FÉRIAS,REC.CH.EXTRA FÉRIAS,09/25 [AP:B105 BL B]  Parc.(01/01),,14.83,3364.43,3334.66,Fundos
2025-11,2025-11-11,FUNDO FÉRIAS,REC.CH.EXTRA FÉRIAS,09/25 [AP:3664 BL B]  Parc.(01/01),,16.97,3381.4,3334.66,Fundos
2025-11,2025-11-12,FUNDO FÉRIAS,REC.CH.EXTRA FÉRIAS,09/25 [AP:BA53 BL A]  Parc.(01/01),,22.77,3404.17,3334.66,Fundos
2025-11,2025-11-17,FUNDO FÉRIAS,REC.CH.EXTRA FÉRIAS,09/25 [AP:FE84 BL B]  Parc.(01/01),,14.94,3419.11,3334.66,Fundos
2025-11,2025-11-27,FUNDO FÉRIAS,PG.FÉRIAS PERÍODO,2024/2025-FUNCIONARIO_B,-2664.28,,754.83,3334.66,Pessoal
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,09/25 [AP:6C58 BL B],,2.04,-1790.98,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,10/25 [AP:CB30 BL B],,2.04,-1788.94,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:C6E3 BL B],,3.4,-1785.54,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:ED8B BL B],,2.06,-1783.48,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:E8D6 BL B],,1.98,-1781.5,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:2764 BL B],,2.03,-1779.47,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:C9FB BL A],,3.11,-1776.36,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:88E9 BL A],,3.17,-1773.19,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:2B44 BL A],,5.63,-1767.56,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:06AD BL A],,6.78,-1760.78,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:684F BL B],,1.98,-1758.8,-1793.02,Fundos
2025-11,2025-11-03,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:4FDA BL B],,2.04,-1756.76,-1793.02,Fundos
2025-11,2025-11-04,FUNDO OBRAS,FUNDO OBRAS,10/25 [AP:B105 BL B],,2.03,-1754.73,-1793.02,Fundos
2025-11,2025-11-04,FUNDO OBRAS,FUNDO OBRAS,10/25 [AP:A0C7 BL B],,2.83,-1751.9,-1793.02,Fundos
2025-11,2025-11-04,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:5545 BL B],,2.03,-1749.87,-1793.02,Fundos
2025-11,2025-11-04,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:E688 BL A],,3.11,-1746.76,-1793.02,Fundos
2025-11,2025-11-04,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:11A2 BL B],,2.04,-1744.72,-1793.02,Fundos
2025-11,2025-11-05,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:DD97 BL B],,3.18,-1741.54,-1793.02,Fundos
2025-11,2025-11-05,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:B9E9 BL B],,2.84,-1738.7,-1793.02,Fundos
2025-11,2025-11-05,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:65AF BL B],,2.04,-1736.66,-1793.02,Fundos
2025-11,2025-11-05,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:2CCF BL B],,2.06,-1734.6,-1793.02,Fundos
2025-11,2025-11-05,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:E9AA BL B],,2.07,-1732.53,-1793.02,Fundos
2025-11,2025-11-05,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:7168 BL A],,3.33,-1729.2,-1793.02,Fundos
2025-11,2025-11-05,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:AA8B BL B],,2.04,-1727.16,-1793.02,Fundos
2025-11,2025-11-05,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:31EA BL A],,5.63,-1721.53,-1793.02,Fundos
2025-11,2025-11-05,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:BA6D BL B],,2.84,-1718.69,-1793.02,Fundos
2025-11,2025-11-05,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:98C1 BL A],,3.33,-1715.36,-1793.02,Fundos
2025-11,2025-11-06,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:3C64 BL A],,3.33,-1712.03,-1793.02,Fundos
2025-11,2025-11-06,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:DAFB BL A],,4.49,-1707.54,-1793.02,Fundos
2025-11,2025-11-06,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:92AC BL B],,2.04,-1705.5,-1793.02,Fundos
2025-11,2025-11-06,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:D2EE BL B],,2.18,-1703.32,-1793.02,Fundos
2025-11,2025-11-06,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:75CE BL A],,3.33,-1699.99,-1793.02,Fundos
2025-11,2025-11-06,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:DCB8 BL B],,2.84,-1697.15,-1793.02,Fundos
2025-11,2025-11-06,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:8F7C BL A],,3.11,-1694.04,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,09/25 [AP:B105 BL B],,2.02,-1692.02,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:23CD BL B],,2.13,-1689.89,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:FCBA BL B],,2.04,-1687.85,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:0BB3 BL B],,2.83,-1685.02,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:BCD8 BL B],,2.03,-1682.99,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:E271 BL A],,3.11,-1679.88,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:0E43 BL B],,2.04,-1677.84,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:DEA3 BL B],,2.04,-1675.8,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:7027 BL B],,2.04,-1673.76,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:394D BL B],,2.03,-1671.73,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:4B24 BL B],,2.83,-1668.9,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:E400 BL B],,2.06,-1666.84,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:646F BL B],,2.04,-1664.8,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:2180 BL A],,3.11,-1661.69,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:A9F4 BL B],,2.84,-1658.85,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:6E25 BL B],,2.18,-1656.67,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:492E BL B],,2.84,-1653.83,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:69DF BL A],,5.63,-1648.2,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:D84D BL B],,2.04,-1646.16,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:EC29 BL A],,7.01,-1639.15,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:E6BC BL B],,2.06,-1637.09,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:E553 BL B],,2.04,-1635.05,-1793.02,Fundos
2025-11,2025-11-07,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:0B5A BL A],,5.63,-1629.42,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,10/25 [AP:ED15 BL B],,1.98,-1627.44,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:DAFC BL B],,3.56,-1623.88,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:5B6F BL B],,2.29,-1621.59,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:A0C2 BL B],,2.34,-1619.25,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:32C5 BL B],,2.03,-1617.22,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:646F BL B],,2.13,-1615.09,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:6B73 BL B],,2.03,-1613.06,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:5749 BL A],,3.11,-1609.95,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:3909 BL B],,2.84,-1607.11,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:AFB4 BL A],,6.78,-1600.33,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:F284 BL A],,3.17,-1597.16,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:BB19 BL B],,2.07,-1595.09,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:326E BL B],,2.13,-1592.96,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:D5B1 BL A],,4.49,-1588.47,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:CD72 BL B],,2.84,-1585.63,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:76A4 BL B],,2.83,-1582.8,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:E847 BL A],,5.63,-1577.17,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:EE7F BL A],,3.17,-1574.0,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:8F51 BL B],,2.06,-1571.94,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:BEA0 BL B],,2.13,-1569.81,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:8F11 BL B],,3.33,-1566.48,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:F9E6 BL A],,3.33,-1563.15,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:9B31 BL A],,3.11,-1560.04,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:89F0 BL B],,2.84,-1557.2,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:6174 BL A],,5.63,-1551.57,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:FEE4 BL B],,1.98,-1549.59,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:2CC9 BL B],,2.07,-1547.52,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:7D6C BL B],,2.13,-1545.39,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:BB31 BL B],,2.03,-1543.36,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:EDCE BL A],,5.63,-1537.73,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:B8CF BL A],,3.11,-1534.62,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:92A3 BL B],,2.04,-1532.58,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:7DAC BL A],,3.17,-1529.41,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:AA24 BL B],,2.06,-1527.35,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:C493 BL B],,1.98,-1525.37,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:A7B7 BL B],,2.07,-1523.3,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:B79F BL A],,3.33,-1519.97,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:4967 BL B],,2.83,-1517.14,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:5704 BL A],,5.63,-1511.51,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:0DB4 BL B],,1.98,-1509.53,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:20A9 BL B],,2.07,-1507.46,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:686F BL B],,2.13,-1505.33,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:BF3E BL A],,3.11,-1502.22,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:FCDD BL B],,2.83,-1499.39,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:0C54 BL A],,3.11,-1496.28,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:53E9 BL A],,3.17,-1493.11,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:90FC BL B],,2.04,-1491.07,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:9D42 BL B],,1.98,-1489.09,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:B02E BL B],,2.07,-1487.02,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:7FB6 BL B],,2.13,-1484.89,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:8F70 BL A],,5.63,-1479.26,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:1977 BL B],,3.86,-1475.4,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:DC97 BL B],,2.04,-1473.36,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:064A BL A],,3.17,-1470.19,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:E712 BL B],,2.07,-1468.12,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:1BCF BL B],,2.18,-1465.94,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:33DC BL A],,3.11,-1462.83,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:73EE BL B],,2.84,-1459.99,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:1ED7 BL A],,7.1,-1452.89,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:0414 BL B],,2.04,-1450.85,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:E623 BL B],,2.06,-1448.79,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:F281 BL B],,1.98,-1446.81,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:822B BL B],,2.13,-1444.68,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:7F68 BL B],,2.18,-1442.5,-1793.02,Fundos
2025-11,2025-11-10,FUNDO OBRAS,FUNDO OBRAS,11/25 Apto ALOJAMENTO,,52.05,-1390.45,-1793.02,Fundos
2025-11,2025-11-11,FUNDO OBRAS,FUNDO OBRAS,05/25 [AP:20A9 BL B],,2.07,-1388.38,-1793.02,Fundos
2025-11,2025-11-11,FUNDO OBRAS,FUNDO OBRAS,09/25 [AP:3664 BL B],,2.31,-1386.07,-1793.02,Fundos
2025-11,2025-11-11,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:3C39 BL B],,2.18,-1383.89,-1793.02,Fundos
2025-11,2025-11-11,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:BB6E BL A],,5.63,-1378.26,-1793.02,Fundos
2025-11,2025-11-11,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:BA53 BL A],,3.11,-1375.15,-1793.02,Fundos
2025-11,2025-11-11,FUNDO OBRAS,FUNDO OBRAS,11/25 [AP:1948 BL B],,2.04,-1373.11,-1793.02,Fundos
