mes_ano,data,subconta,historico,complemento,debito,credito,saldo,saldo_anterior,macro_categoria
2025-08,2025-08-01,CONTA NORMAL,PG.TX.FIN.SD.DEV.07/2025,,-1552.0,,-64023.24,-62471.24,Taxas e Impostos
2025-08,2025-08-01,CONTA NORMAL,REC.MULTA+C.M.+JRS.,05/25 [AP:684F BL B],,11.04,-64012.2,-62471.24,Receitas Condominiais
2025-08,2025-08-01,CONTA NORMAL,REC.CONDOMÍNIO,05/25 [AP:684F BL B],,269.05,-63743.15,-62471.24,Receitas Condominiais
2025-08,2025-08-01,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:E8D6 BL B],,316.1,-63427.05,-62471.24,Receitas Condominiais
2025-08,2025-08-01,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:2764 BL B],,320.8,-63106.25,-62471.24,Receitas Condominiais
2025-08,2025-08-01,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:88E9 BL A],,452.71,-62653.54,-62471.24,Receitas Condominiais
2025-08,2025-08-01,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:98C1 BL A],,471.08,-62182.46,-62471.24,Receitas Condominiais
2025-08,2025-08-01,CONTA NORMAL,PG.SÍNDICO PROF.,SINDICO EMPRESA_SINDICO 07/2025 NF.0141,-3871.0,,-66053.46,-62471.24,Pessoal
2025-08,2025-08-04,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:ED8B BL B],,324.94,-65728.52,-62471.24,Receitas Condominiais
2025-08,2025-08-04,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:A7B7 BL B],,326.14,-65402.38,-62471.24,Receitas Condominiais
2025-08,2025-08-04,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:BA6D BL B],,414.27,-64988.11,-62471.24,Receitas Condominiais
2025-08,2025-08-04,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:06AD BL A],,862.02,-64126.09,-62471.24,Receitas Condominiais
2025-08,2025-08-04,CONTA NORMAL,PG.MANUT.BOMBAS,EMPRESA_BOMBAS NF.0655,-1193.1,,-65319.19,-62471.24,Manutenção
2025-08,2025-08-05,CONTA NORMAL,REC. MULTA,07/25 [AP:CB30 BL B],,6.44,-65312.75,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC.CONDOMÍNIO,07/25 [AP:CB30 BL B],,293.01,-65019.74,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC. MULTA,07/25 [AP:6C58 BL B],,6.5,-65013.24,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC.CONDOMÍNIO,07/25 [AP:6C58 BL B],,293.01,-64720.23,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:C6E3 BL B],,478.75,-64241.48,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:B9E9 BL B],,414.27,-63827.21,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:7168 BL A],,471.08,-63356.13,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:CA85 BL B],,322.56,-63033.57,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:6C58 BL B],,322.56,-62711.01,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:DCB8 BL B],,414.27,-62296.74,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:E688 BL A],,445.63,-61851.11,-62471.24,Receitas Condominiais
2025-08,2025-08-05,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:11A2 BL B],,322.56,-61528.55,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC. MULTA,07/25 [AP:A0C7 BL B],,8.0,-61520.55,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,07/25 [AP:A0C7 BL B],,369.33,-61151.22,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:DD97 BL B],,453.31,-60697.91,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:23CD BL B],,332.64,-60365.27,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:0BB3 BL B],,413.07,-59952.2,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:AA8B BL B],,322.56,-59629.64,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:76A4 BL B],,413.07,-59216.57,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:394D BL B],,320.8,-58895.77,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:4B24 BL B],,413.07,-58482.7,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:2180 BL A],,445.63,-58037.07,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:6E25 BL B],,337.98,-57699.09,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:492E BL B],,414.27,-57284.82,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:D84D BL B],,322.56,-56962.26,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:A0D1 BL B],,324.94,-56637.32,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:E6BC BL B],,324.94,-56312.38,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:E553 BL B],,322.56,-55989.82,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:BDE6 BL B],,332.64,-55657.18,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:33DC BL A],,445.63,-55211.55,-62471.24,Receitas Condominiais
2025-08,2025-08-06,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:0B5A BL A],,734.9,-54476.65,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:DAFC BL B],,497.09,-53979.56,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:5B6F BL B],,350.99,-53628.57,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:65AF BL B],,322.56,-53306.01,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:2CCF BL B],,324.94,-52981.07,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:FCBA BL B],,322.56,-52658.51,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:E9AA BL B],,326.14,-52332.37,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:F284 BL A],,452.71,-51879.66,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:31EA BL A],,734.9,-51144.76,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:0E43 BL B],,322.56,-50822.2,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:646F BL B],,322.56,-50499.64,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:DAFB BL A],,598.17,-49901.47,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:92AC BL B],,322.56,-49578.91,-62471.24,Receitas Condominiais
2025-08,2025-08-07,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:8F7C BL A],,445.63,-49133.28,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,PG.TRANSAÇÕES BCO.TED,07/2025,-68.0,,-49201.28,-62471.24,Taxas e Impostos
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:32C5 BL B],,320.8,-48880.48,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:CAC2 BL B],,322.56,-48557.92,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:BCD8 BL B],,320.8,-48237.12,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:EE7F BL A],,452.71,-47784.41,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:7027 BL B],,322.56,-47461.85,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:6174 BL A],,734.9,-46726.95,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:FCDD BL A],,445.63,-46281.32,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:A9F4 BL B],,414.27,-45867.05,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:DC15 BL A],,445.63,-45421.42,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:EC29 BL A],,887.42,-44534.0,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:D2EE BL B],,337.98,-44196.02,-62471.24,Receitas Condominiais
2025-08,2025-08-08,CONTA NORMAL,PG.REP.HIDRÁULICO,EMPRESA_MANUT_A NF.0855,-504.37,,-44700.39,-62471.24,Manutenção
2025-08,2025-08-08,CONTA NORMAL,PG.SEGURO INCÊNDIO,EMPRESA_SEGUROS P.4/6,-1471.0,,-46171.39,-62471.24,Administração
2025-08,2025-08-08,CONTA NORMAL,PG.MATERIAL,HIDRÁULICO-ABG COM NF.2338,-1082.9,,-47254.29,-62471.24,Manutenção
2025-08,2025-08-11,CONTA NORMAL,PG.DECLARAÇÃO PMPA/ISSQNDEC,,-38.0,,-47292.29,-62471.24,Taxas e Impostos
2025-08,2025-08-11,CONTA NORMAL,PG.ISSQN,07/2025,-1500.15,,-48792.44,-62471.24,Taxas e Impostos
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:A0C2 BL B],,357.48,-48434.96,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:717F BL B],,379.37,-48055.59,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:646F BL B],,332.64,-47722.95,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:6B73 BL B],,320.8,-47402.15,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:5749 BL A],,445.63,-46956.52,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:3909 BL B],,414.27,-46542.25,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:AFB4 BL A],,862.02,-45680.23,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:BB19 BL B],,326.14,-45354.09,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:326E BL B],,332.64,-45021.45,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:D5B1 BL A],,598.17,-44423.28,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:E271 BL A],,445.63,-43977.65,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:CD72 BL B],,414.27,-43563.38,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:E847 BL A],,734.9,-42828.48,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:D611 BL A],,445.63,-42382.85,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:DEA3 BL B],,322.56,-42060.29,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:8F51 BL B],,324.94,-41735.35,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:BEA0 BL B],,332.64,-41402.71,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:8F11 BL B],,465.08,-40937.63,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:F9E6 BL A],,471.08,-40466.55,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:9B31 BL A],,445.63,-40020.92,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:89F0 BL B],,414.27,-39606.65,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:2CC9 BL B],,326.14,-39280.51,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:7D6C BL B],,332.64,-38947.87,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:3C64 BL A],,598.17,-38349.7,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:BB31 BL B],,320.8,-38028.9,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:EDCE BL A],,734.9,-37294.0,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:B8CF BL A],,445.63,-36848.37,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:92A3 BL B],,322.56,-36525.81,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:7DAC BL A],,452.71,-36073.1,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:AA24 BL B],,324.94,-35748.16,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:C493 BL B],,316.1,-35432.06,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:ECE7 BL B],,332.64,-35099.42,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:B79F BL A],,471.08,-34628.34,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:4967 BL B],,413.07,-34215.27,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:5704 BL A],,734.9,-33480.37,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:0DB4 BL B],,316.1,-33164.27,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:20A9 BL B],,326.14,-32838.13,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:686F BL B],,332.64,-32505.49,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:6C96 BL B],,320.8,-32184.69,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:BF3E BL A],,445.63,-31739.06,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:2B44 BL A],,734.9,-31004.16,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:FCDD BL B],,413.07,-30591.09,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:0C54 BL A],,445.63,-30145.46,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:53E9 BL A],,452.71,-29692.75,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:90FC BL B],,322.56,-29370.19,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:9D42 BL B],,316.1,-29054.09,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:B02E BL B],,326.14,-28727.95,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:7FB6 BL B],,332.64,-28395.31,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:75CE BL A],,471.08,-27924.23,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:5545 BL B],,320.8,-27603.43,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:8F70 BL A],,734.9,-26868.53,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:1977 BL B],,526.07,-26342.46,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:DC97 BL B],,322.56,-26019.9,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:064A BL A],,452.71,-25567.19,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:E712 BL B],,326.14,-25241.05,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:1BCF BL B],,337.98,-24903.07,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:BC3A BL B],,320.8,-24582.27,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:73EE BL B],,414.27,-24168.0,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:1ED7 BL A],,896.46,-23271.54,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:0414 BL B],,322.56,-22948.98,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:E623 BL B],,324.94,-22624.04,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:F281 BL B],,316.1,-22307.94,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:822B BL B],,332.64,-21975.3,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:7F68 BL B],,337.98,-21637.32,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,REC.CONDOMÍNIO,08/25 Apto ALOJAMENTO,,6038.16,-15599.16,-62471.24,Receitas Condominiais
2025-08,2025-08-11,CONTA NORMAL,PG.SERV.PORTARIA,PRESTADOR_E 07/2025 NF.0626,-18678.25,,-34277.41,-62471.24,Utilidades
2025-08,2025-08-11,CONTA NORMAL,PG.MAT.PINTURA,EMPRESA_FERRAGENS_B NF.1773 P.2/2,-2100.0,,-36377.41,-62471.24,Manutenção
2025-08,2025-08-11,CONTA NORMAL,PG.SERV.LIMP.,EMPRESA_PORTARIA 07/2025 NF.0627,-5147.3,,-41524.71,-62471.24,Utilidades
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:3C39 BL B],,337.98,-41186.73,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:BB6E BL A],,734.9,-40451.83,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:1948 BL B],,322.56,-40129.27,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:4477 BL B],,322.56,-39806.71,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:DA3B BL B],,337.98,-39468.73,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:A113 BL B],,326.14,-39142.59,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:A9A0 BL A],,734.9,-38407.69,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:82B4 BL B],,322.56,-38085.13,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:8A4B BL B],,337.98,-37747.15,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:592E BL B],,413.07,-37334.08,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:B455 BL B],,322.56,-37011.52,-62471.24,Receitas Condominiais
2025-08,2025-08-12,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:AB43 BL B],,322.56,-36688.96,-62471.24,Receitas Condominiais
2025-08,2025-08-13,CONTA NORMAL,REC.CONDOMÍNIO,07/25 [AP:A3B5 BL A],,402.76,-36286.2,-62471.24,Receitas Condominiais
2025-08,2025-08-13,CONTA NORMAL,REC. MULTA,08/25 [AP:BA53 BL A],,14.77,-36271.43,-62471.24,Receitas Condominiais
2025-08,2025-08-13,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:BA53 BL A],,445.63,-35825.8,-62471.24,Receitas Condominiais
2025-08,2025-08-14,CONTA NORMAL,REC.MULTA+C.M.+JRS.,06/25 [AP:BA53 BL A],,29.61,-35796.19,-62471.24,Receitas Condominiais
2025-08,2025-08-14,CONTA NORMAL,REC.CONDOMÍNIO,06/25 [AP:BA53 BL A],,395.96,-35400.23,-62471.24,Receitas Condominiais
2025-08,2025-08-14,CONTA NORMAL,REC.MULTA+C.M.+JRS.,07/25 [AP:BA53 BL A],,21.68,-35378.55,-62471.24,Receitas Condominiais
2025-08,2025-08-14,CONTA NORMAL,REC.CONDOMÍNIO,07/25 [AP:BA53 BL A],,396.79,-34981.76,-62471.24,Receitas Condominiais
2025-08,2025-08-14,CONTA NORMAL,REC. MULTA,08/25 [AP:FE84 BL B],,6.49,-34975.27,-62471.24,Receitas Condominiais
2025-08,2025-08-14,CONTA NORMAL,REC.CONDOMÍNIO,08/25 [AP:FE84 BL B],,322.56,-34652.71,-62471.24,Receitas Condominiais
2025-08,2025-08-15,CONTA NORMAL,PG.SINDEF DISSÍDIO-DESC.FL.PGTº.,07/2025,-238.2,,-34890.91,-62471.24,Pessoal
2025-08,2025-08-15,CONTA NORMAL,PG.ADTO.SALÁRIO,08/2025 FUNCIONARIO_A,-300.0,,-35190.91,-62471.24,Pessoal
2025-08,2025-08-15,CONTA NORMAL,PG.ADTO.SALÁRIO,08/2025 FUNCIONARIO_B,-300.0,,-35490.91,-62471.24,Pessoal
2025-08,2025-08-15,CONTA NORMAL,ÁGUA/ESGOTO,970m3 07/2025 [MEDIDOR_A],-9044.28,,-44535.19,-62471.24,Utilidades
2025-08,2025-08-15,CONTA NORMAL,PG.CONS.PORTÃO,EMPRESA_MATERIAIS_A NF.0165,-284.2,,-44819.39,-62471.24,Manutenção
2025-08,2025-08-15,CONTA NORMAL,PG.MATERIAL,EMPRESA_FERRAGENS_A P.1/2NF.1826,-889.0,,-45708.39,-62471.24,Manutenção
2025-08,2025-08-15,CONTA NORMAL,PG.MATERIAL,EMPRESA_SEGURANCA NF.0197,-147.83,,-45856.22,-62471.24,Manutenção
2025-08,2025-08-15,CONTA NORMAL,PG.REP.ELEVADOR,EMPRESA_ELEVADOR P.3/6 NF.1298,-308.33,,-46164.55,-62471.24,Manutenção
2025-08,2025-08-15,CONTA NORMAL,PG.MANUTENÇÃO,EMPRESA_SEGURANCA NF.0216,-311.9,,-46476.45,-62471.24,Manutenção
2025-08,2025-08-18,CONTA NORMAL,PG.FGTS,07/2025,-585.06,,-47061.51,-62471.24,Pessoal
2025-08,2025-08-18,CONTA NORMAL,PG. INTERNET,EMPRESA_INTERNET 07/2025,-122.97,,-47184.48,-62471.24,Utilidades
2025-08,2025-08-19,CONTA NORMAL,PG.ELAB-REINF/E-SOCIAL/IMPOSTOS,,-80.0,,-47264.48,-62471.24,Pessoal
2025-08,2025-08-19,CONTA NORMAL,PG.DARF INSS(E-SOCIAL/REINF),07/2025,-6041.31,,-53305.79,-62471.24,Pessoal
2025-08,2025-08-20,CONTA NORMAL,PG.DISSÍDIO EMPREGADOR/2025,07/2025,-357.31,,-53663.1,-62471.24,Pessoal
