mes_ano,tipo,evento,valor,macro_categoria,origem,source,debito,credito,subconta
2025-08,,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,200.0,,,xls,-200.0,0.0,CONTA NORMAL
2025-08,,PG.SECOVIMED,242.6,,,xls,-242.6,0.0,CONTA NORMAL
2025-08,,REEMB.MAT.EXPEDIENTE,118.94,,,xls,-118.94,0.0,CONTA NORMAL
2025-08,,TAXA AUXILIAR ADMINISTRACAO,1189.37,,,xls,-1189.37,0.0,CONTA NORMAL
2025-08,,REC. MULTA,6.6,,,xls,0.0,6.6,CONTA NORMAL
2025-08,,REC.CONDOMÍNIO,324.94,,,xls,0.0,324.94,CONTA NORMAL
2025-08,,PG.CEEE,63.33,,,xls,-63.33,0.0,CONTA NORMAL
2025-08,,PG.CEEE,955.16,,,xls,-955.16,0.0,CONTA NORMAL
2025-08,,PG.CEEE,898.63,,,xls,-898.63,0.0,CONTA NORMAL
2025-08,,PG.REMESSA DOCTOS.,147.0,,,xls,-147.0,0.0,CONTA NORMAL
2025-08,,REC. MULTA,14.81,,,xls,0.0,14.81,CONTA NORMAL
2025-08,,REC.CONDOMÍNIO,734.9,,,xls,0.0,734.9,CONTA NORMAL
2025-08,,PG.REMESSA DOCTOS.,9.2,,,xls,-9.2,0.0,CONTA NORMAL
2025-08,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-08,,PG.REFORMA,3200.0,,,xls,-3200.0,0.0,CONTA NORMAL
2025-08,,PG.REP.ELÉTRICO,650.0,,,xls,-650.0,0.0,CONTA NORMAL
2025-08,,PG.IMPRESSÕES/FOTOC.,56.7,,,xls,-56.7,0.0,CONTA NORMAL
2025-08,,PG.SEG.VIDA FUNC.08/2025,227.04,,,xls,-227.04,0.0,CONTA NORMAL
2025-08,,PG.FOLHA FUNC.BCO.,19.6,,,xls,-19.6,0.0,CONTA NORMAL
2025-08,,PG.TARIFA BANCO COBRANÇA,644.0,,,xls,-644.0,0.0,CONTA NORMAL
2025-08,,PG.SALÁRIO,1324.99,,,xls,-1324.99,0.0,CONTA NORMAL
2025-08,,PG.SALÁRIO,1592.7,,,xls,-1592.7,0.0,CONTA NORMAL
2025-08,,REC. MULTA,6.8,,,xls,0.0,6.8,CONTA NORMAL
2025-08,,REC.CONDOMÍNIO,337.98,,,xls,0.0,337.98,CONTA NORMAL
2025-08,,REC. MULTA,12.16,,,xls,0.0,12.16,CONTA NORMAL
2025-08,,REC.CONDOMÍNIO,316.1,,,xls,0.0,316.1,CONTA NORMAL
2025-08,,REC.CONDOMÍNIO,312.59,,,xls,0.0,312.59,CONTA NORMAL
2025-08,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-08,,PG.MATERIAL,89.0,,,xls,-89.0,0.0,CONTA NORMAL
2025-08,,VALOR,20.81,,,xls,0.0,20.81,CONTA NORMAL
2025-08,,VALOR,890.26,,,xls,0.0,890.26,CONTA NORMAL
2025-08,,REC.ACORDO,183.65,,,xls,0.0,183.65,ACORDOS
2025-08,,REC.ACORDO,316.35,,,xls,0.0,316.35,ACORDOS
2025-08,,PG.ACORDO,80.0,,,xls,0.0,80.0,ACORDOS
2025-08,,DIF.SALARIAL,2.26,,,xls,0.0,2.26,FUNDO DIF.SALÁRIO
2025-08,,DIF.SALARIAL,2.32,,,xls,0.0,2.32,FUNDO DIF.SALÁRIO
2025-08,,DIF.SALARIAL,2.32,,,xls,0.0,2.32,FUNDO DIF.SALÁRIO
2025-08,,DIF.SALARIAL,3.22,,,xls,0.0,3.22,FUNDO DIF.SALÁRIO
2025-08,,DIF.SALARIAL,3.61,,,xls,0.0,3.61,FUNDO DIF.SALÁRIO
2025-08,,DIF.SALARIAL,3.54,,,xls,0.0,3.54,FUNDO DIF.SALÁRIO
2025-08,,DIF.SALARIAL,3.54,,,xls,0.0,3.54,FUNDO DIF.SALÁRIO
2025-08,,VALOR,20.81,,,xls,-20.81,0.0,FUNDO DIF.SALÁRIO
2025-08,,REC.CH.EXTRA FÉRIAS,40.35,,,xls,0.0,40.35,FUNDO FÉRIAS
2025-08,,REC.CH.EXTRA FÉRIAS,14.94,,,xls,0.0,14.94,FUNDO FÉRIAS
2025-08,,REC.CH.EXTRA FÉRIAS,16.74,,,xls,0.0,16.74,FUNDO FÉRIAS
2025-08,,REC.CH.EXTRA FÉRIAS,14.94,,,xls,0.0,14.94,FUNDO FÉRIAS
2025-08,,VALOR,890.26,,,xls,-890.26,0.0,FUNDO FÉRIAS
2025-08,,FUNDO OBRAS,1.98,,,xls,0.0,1.98,FUNDO OBRAS
2025-08,,FUNDO OBRAS,1.98,,,xls,0.0,1.98,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.02,,,xls,0.0,2.02,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.17,,,xls,0.0,3.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.32,,,xls,0.0,3.32,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.06,,,xls,0.0,2.06,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.07,,,xls,0.0,2.07,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.83,,,xls,0.0,2.83,FUNDO OBRAS
2025-08,,FUNDO OBRAS,6.77,,,xls,0.0,6.77,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,TELHADO,24.84,,,xls,0.0,24.84,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,TELHADO,24.84,,,xls,0.0,24.84,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.39,,,xls,0.0,3.39,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.83,,,xls,0.0,2.83,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.32,,,xls,0.0,3.32,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.83,,,xls,0.0,2.83,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.82,,,xls,0.0,2.82,FUNDO OBRAS
2025-08,,TELHADO,24.84,,,xls,0.0,24.84,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.17,,,xls,0.0,3.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.12,,,xls,0.0,2.12,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.82,,,xls,0.0,2.82,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.82,,,xls,0.0,2.82,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.02,,,xls,0.0,2.02,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.82,,,xls,0.0,2.82,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.17,,,xls,0.0,2.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.83,,,xls,0.0,2.83,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.06,,,xls,0.0,2.06,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.06,,,xls,0.0,2.06,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.12,,,xls,0.0,2.12,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.55,,,xls,0.0,3.55,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.28,,,xls,0.0,2.28,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.06,,,xls,0.0,2.06,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.07,,,xls,0.0,2.07,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.17,,,xls,0.0,3.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,4.48,,,xls,0.0,4.48,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.02,,,xls,0.0,2.02,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.02,,,xls,0.0,2.02,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.17,,,xls,0.0,3.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.83,,,xls,0.0,2.83,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,7.0,,,xls,0.0,7.0,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.17,,,xls,0.0,2.17,FUNDO OBRAS
2025-08,,PG.REFORMA,2436.44,,,xls,-2436.44,0.0,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.34,,,xls,0.0,2.34,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.53,,,xls,0.0,2.53,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.12,,,xls,0.0,2.12,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.02,,,xls,0.0,2.02,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.83,,,xls,0.0,2.83,FUNDO OBRAS
2025-08,,FUNDO OBRAS,6.77,,,xls,0.0,6.77,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.07,,,xls,0.0,2.07,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.12,,,xls,0.0,2.12,FUNDO OBRAS
2025-08,,FUNDO OBRAS,4.48,,,xls,0.0,4.48,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.83,,,xls,0.0,2.83,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.06,,,xls,0.0,2.06,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.12,,,xls,0.0,2.12,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.32,,,xls,0.0,3.32,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.32,,,xls,0.0,3.32,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.83,,,xls,0.0,2.83,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.07,,,xls,0.0,2.07,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.12,,,xls,0.0,2.12,FUNDO OBRAS
2025-08,,FUNDO OBRAS,4.48,,,xls,0.0,4.48,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.02,,,xls,0.0,2.02,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.17,,,xls,0.0,3.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.06,,,xls,0.0,2.06,FUNDO OBRAS
2025-08,,FUNDO OBRAS,1.98,,,xls,0.0,1.98,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.12,,,xls,0.0,2.12,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.32,,,xls,0.0,3.32,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.82,,,xls,0.0,2.82,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,1.98,,,xls,0.0,1.98,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.07,,,xls,0.0,2.07,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.12,,,xls,0.0,2.12,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.02,,,xls,0.0,2.02,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.82,,,xls,0.0,2.82,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.17,,,xls,0.0,3.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,1.98,,,xls,0.0,1.98,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.07,,,xls,0.0,2.07,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.12,,,xls,0.0,2.12,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.32,,,xls,0.0,3.32,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.02,,,xls,0.0,2.02,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.85,,,xls,0.0,3.85,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.17,,,xls,0.0,3.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.07,,,xls,0.0,2.07,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.17,,,xls,0.0,2.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.02,,,xls,0.0,2.02,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.83,,,xls,0.0,2.83,FUNDO OBRAS
2025-08,,FUNDO OBRAS,7.08,,,xls,0.0,7.08,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.06,,,xls,0.0,2.06,FUNDO OBRAS
2025-08,,FUNDO OBRAS,1.98,,,xls,0.0,1.98,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.12,,,xls,0.0,2.12,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.17,,,xls,0.0,2.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,51.94,,,xls,0.0,51.94,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.17,,,xls,0.0,2.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.17,,,xls,0.0,2.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.07,,,xls,0.0,2.07,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.17,,,xls,0.0,2.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.82,,,xls,0.0,2.82,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.17,,,xls,0.0,3.17,FUNDO OBRAS
2025-08,,TELHADO,24.84,,,xls,0.0,24.84,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,FUNDO OBRAS,3.1,,,xls,0.0,3.1,FUNDO OBRAS
2025-08,,TELHADO,24.84,,,xls,0.0,24.84,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.06,,,xls,0.0,2.06,FUNDO OBRAS
2025-08,,FUNDO OBRAS,5.61,,,xls,0.0,5.61,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.17,,,xls,0.0,2.17,FUNDO OBRAS
2025-08,,FUNDO OBRAS,1.98,,,xls,0.0,1.98,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.28,,,xls,0.0,2.28,FUNDO OBRAS
2025-08,,FUNDO OBRAS,2.04,,,xls,0.0,2.04,FUNDO OBRAS
2025-08,,REC.ALUG.DEPÓSITO,10.0,,,xls,0.0,10.0,USO DO BOX
2025-08,,REC.ALUG.DEPÓSITO,10.0,,,xls,0.0,10.0,USO DO BOX
2025-08,,REC.ALUG.DEPÓSITO,20.0,,,xls,0.0,20.0,USO DO BOX
2025-08,,REC.ALUG.DEPÓSITO,20.0,,,xls,0.0,20.0,USO DO BOX
2025-08,,REC.ALUG.DEPÓSITO,10.0,,,xls,0.0,10.0,USO DO BOX
2025-08,,REC.ALUG.DEPÓSITO,10.0,,,xls,0.0,10.0,USO DO BOX
2025-08,,REC.TAXA USO BOX,290.0,,,xls,0.0,290.0,USO DO BOX
2025-08,,REC.ALUG.DEPÓSITO,10.0,,,xls,0.0,10.0,USO DO BOX
2025-08,,REC.TAXA USO BOX,290.0,,,xls,0.0,290.0,USO DO BOX
2025-08,,REC.TAXA USO BOX,290.0,,,xls,0.0,290.0,USO DO BOX
2025-08,,REC.TAXA USO BOX,290.0,,,xls,0.0,290.0,USO DO BOX
2025-08,,REC.TAXA USO BOX,290.0,,,xls,0.0,290.0,USO DO BOX
2025-09,,PG.TX.FIN.SD.DEV.08/2025,1644.0,,,xls,-1644.0,0.0,CONTA NORMAL
2025-09,,REC. MULTA,6.49,,,xls,0.0,6.49,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,322.56,,,xls,0.0,322.56,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,285.68,,,xls,0.0,285.68,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,276.53,,,xls,0.0,276.53,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,281.4,,,xls,0.0,281.4,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,410.39,,,xls,0.0,410.39,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,417.7,,,xls,0.0,417.7,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,709.29,,,xls,0.0,709.29,CONTA NORMAL
2025-09,,PG.SÍNDICO PROF.,3871.0,,,xls,-3871.0,0.0,CONTA NORMAL
2025-09,,REC. MULTA,6.49,,,xls,0.0,6.49,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,322.56,,,xls,0.0,322.56,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,312.59,,,xls,0.0,312.59,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,444.61,,,xls,0.0,444.61,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,709.29,,,xls,0.0,709.29,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,376.74,,,xls,0.0,376.74,CONTA NORMAL
2025-09,,REC.MULTA+C.M.+JRS.,13.11,,,xls,0.0,13.11,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,402.76,,,xls,0.0,402.76,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,840.84,,,xls,0.0,840.84,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,299.15,,,xls,0.0,299.15,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,276.53,,,xls,0.0,276.53,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,709.29,,,xls,0.0,709.29,CONTA NORMAL
2025-09,,REC. MULTA,8.31,,,xls,0.0,8.31,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,413.07,,,xls,0.0,413.07,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,418.33,,,xls,0.0,418.33,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,377.98,,,xls,0.0,377.98,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,293.63,,,xls,0.0,293.63,CONTA NORMAL
2025-09,,PG.REP.GESSO,1740.0,,,xls,-1740.0,0.0,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,377.98,,,xls,0.0,377.98,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,436.68,,,xls,0.0,436.68,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,417.7,,,xls,0.0,417.7,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,709.29,,,xls,0.0,709.29,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,299.15,,,xls,0.0,299.15,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,436.68,,,xls,0.0,436.68,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,493.69,,,xls,0.0,493.69,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,436.68,,,xls,0.0,436.68,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,410.39,,,xls,0.0,410.39,CONTA NORMAL
2025-09,,PG.MATERIAL,49.0,,,xls,-49.0,0.0,CONTA NORMAL
2025-09,,PG.INDENIZAÇÃO,480.0,,,xls,-480.0,0.0,CONTA NORMAL
2025-09,,PG.TRANSAÇÕES BCO.TED,52.0,,,xls,-52.0,0.0,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,285.68,,,xls,0.0,285.68,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,286.91,,,xls,0.0,286.91,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,436.68,,,xls,0.0,436.68,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,568.2,,,xls,0.0,568.2,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,410.39,,,xls,0.0,410.39,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,568.2,,,xls,0.0,568.2,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,377.98,,,xls,0.0,377.98,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,410.39,,,xls,0.0,410.39,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,293.63,,,xls,0.0,293.63,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,293.63,,,xls,0.0,293.63,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,281.4,,,xls,0.0,281.4,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,417.7,,,xls,0.0,417.7,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,417.7,,,xls,0.0,417.7,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,281.4,,,xls,0.0,281.4,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,285.68,,,xls,0.0,285.68,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,377.98,,,xls,0.0,377.98,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,286.91,,,xls,0.0,286.91,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,299.15,,,xls,0.0,299.15,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,436.68,,,xls,0.0,436.68,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,377.98,,,xls,0.0,377.98,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,410.39,,,xls,0.0,410.39,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,867.13,,,xls,0.0,867.13,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,417.7,,,xls,0.0,417.7,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,285.68,,,xls,0.0,285.68,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,293.63,,,xls,0.0,293.63,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,281.4,,,xls,0.0,281.4,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,285.68,,,xls,0.0,285.68,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,283.21,,,xls,0.0,283.21,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,299.15,,,xls,0.0,299.15,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,286.91,,,xls,0.0,286.91,CONTA NORMAL
2025-09,,PG.SEGURO INCÊNDIO,1471.0,,,xls,-1471.0,0.0,CONTA NORMAL
2025-09,,PG.DECLARAÇÃO PMPA/ISSQNDEC,38.0,,,xls,-38.0,0.0,CONTA NORMAL
2025-09,,REC.MULTA+C.M.+JRS.,14.15,,,xls,0.0,14.15,CONTA NORMAL
2025-09,,REC.CONDOMÍNIO,275.35,,,xls,0.0,275.35,CONTA NORMAL
2025-09,,REC.MULTA+C.M.+JRS.,12.4,,,xls,0.0,12.4,CONTA NORMAL
