evento,valor,tipo,mes_ano,macro_categoria
 Fundo Obras ,3773.77,RECEITA,2023-10,Fundos
 Rec.condomínio ,68960.51,RECEITA,2023-10,Receitas Condominiais
 Rec.alug.depósito ,80.0,RECEITA,2023-10,Fundos
 Rec.taxa Uso Box ,390.0,RECEITA,2023-10,Fundos
 Rec.cond.estacionamento ,680.0,RECEITA,2023-10,Receitas Condominiais
 Pg.seg.vida Func.10/2023 ,274.02,DESPESA,2023-10,Pessoal
 Fundo Reserva ,14.69,RECEITA,2023-10,Fundos
 Rec. Multa ,44.96,RECEITA,2023-10,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,3597.58,RECEITA,2023-10,Receitas Condominiais
 13º Salario ,31.68,RECEITA,2023-10,Pessoal
 Rec.reembolso ,592.46,RECEITA,2023-10,Outros
 Pg.treinamento ,1875.0,DESPESA,2023-10,Outros
 Pg.síndico Prof. ,1850.0,DESPESA,2023-10,Pessoal
 Pg.fgts ,311.96,DESPESA,2023-10,Pessoal
 Pg.serv.limp. ,4945.8,DESPESA,2023-10,Utilidades
 Pg.serv.portaria ,17889.07,DESPESA,2023-10,Utilidades
 Pg.pis/Cofins/Csll ,61.38,DESPESA,2023-10,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1739.35,DESPESA,2023-10,Pessoal
 Pg.secovimed ,168.8,DESPESA,2023-10,Taxas e Impostos
 Pg.pis ,39.0,DESPESA,2023-10,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-10,Administração
 Rec.ch.extra Férias ,34.31,RECEITA,2023-10,Fundos
 Pg.materiais ,707.59,DESPESA,2023-11,Outros
 Pg.manut.elevador ,934.43,DESPESA,2023-11,Manutenção
 Pg.cons.p.eletr. ,300.0,DESPESA,2023-11,Outros
 Pg.cons.fechadura ,170.0,DESPESA,2023-11,Outros
 Pg.reparos ,509.55,DESPESA,2023-11,Manutenção
 Pg.impressões/Fotoc. ,6.3,DESPESA,2023-11,Administração
 Pg.ceee ,1819.21,DESPESA,2023-11,Utilidades
 Água/Esgoto ,10305.96,DESPESA,2023-11,Utilidades
 Peças Elevador ,1912.09,DESPESA,2023-11,Manutenção
 Pg.pintura ,2000.0,DESPESA,2023-11,Manutenção
 Pg.seg.vida Func.11/2023 ,274.02,DESPESA,2023-11,Pessoal
 Pg.cons.portão ,351.5,DESPESA,2023-11,Manutenção
 Pg.mat.limpeza ,543.4,DESPESA,2023-11,Utilidades
 Pg.tx.fin.sd.dev.10/2023 ,396.0,DESPESA,2023-11,Taxas e Impostos
 Pg.issqn ,859.67,DESPESA,2023-11,Taxas e Impostos
 Pg. Internet ,99.9,DESPESA,2023-11,Utilidades
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2023-11,Taxas e Impostos
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2023-11,Pessoal
 Pg.transações Bco.ted/Doc ,27.0,DESPESA,2023-11,Taxas e Impostos
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2023-11,Pessoal
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2023-11,Administração
 Pg.coluna Água ,2300.0,DESPESA,2023-11,Outros
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2023-11,Pessoal
 Pg.1º Parc.13º Sal. ,1949.79,DESPESA,2023-11,Pessoal
 Pg.secovimed ,168.8,DESPESA,2023-11,Taxas e Impostos
 Pg.vale Transporte ,1483.8,DESPESA,2023-11,Pessoal
 Fundo Obras ,3591.18,RECEITA,2023-11,Fundos
 Rec.condomínio ,56044.25,RECEITA,2023-11,Receitas Condominiais
 Rec.cond.estacionamento ,720.0,RECEITA,2023-11,Receitas Condominiais
 Rec.taxa Uso Box ,190.0,RECEITA,2023-11,Fundos
 Rec.multa+C.m.+Jrs. ,42.2,RECEITA,2023-11,Receitas Condominiais
 Rec. Multa ,62.28,RECEITA,2023-11,Receitas Condominiais
 Rec.ch.extra Férias ,3.54,RECEITA,2023-11,Fundos
 Pg.síndico Prof. ,1850.0,DESPESA,2023-11,Pessoal
 Pg.fgts ,311.96,DESPESA,2023-11,Pessoal
 Rec.alug.depósito ,100.0,RECEITA,2023-11,Fundos
 Pg.serv.portaria ,17884.74,DESPESA,2023-11,Utilidades
 Pg.serv.limp. ,4944.61,DESPESA,2023-11,Utilidades
 Pg.folha Func.bco. ,27.0,DESPESA,2023-11,Administração
 Pg.salário ,2789.63,DESPESA,2023-11,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1429.71,DESPESA,2023-11,Pessoal
 Pg.pis ,39.0,DESPESA,2023-11,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-11,Administração
 Pg.pis/Cofins/Csll ,61.38,DESPESA,2023-11,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2023-11,Pessoal
 Reemb.mat.expediente ,109.62,DESPESA,2023-11,Administração
 Pg.seg.vida Func.12/2023 ,286.65,DESPESA,2023-12,Pessoal
 Pg.pintura ,2000.0,DESPESA,2023-12,Manutenção
 Pg.secovimed ,168.8,DESPESA,2023-12,Taxas e Impostos
 Pg.folha Func.bco. ,27.0,DESPESA,2023-12,Administração
 Água/Esgoto ,10655.99,DESPESA,2023-12,Utilidades
 Pg.ceee ,2000.93,DESPESA,2023-12,Utilidades
 Peças Elevador ,1912.09,DESPESA,2023-12,Manutenção
 Pg.manut.elevador ,885.43,DESPESA,2023-12,Manutenção
 Pg.material ,151.35,DESPESA,2023-12,Manutenção
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2023-12,Taxas e Impostos
 Pg.issqn ,876.84,DESPESA,2023-12,Taxas e Impostos
 Pg. Internet ,99.9,DESPESA,2023-12,Utilidades
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2023-12,Pessoal
 Pg.transações Bco.ted/Doc ,30.0,DESPESA,2023-12,Taxas e Impostos
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2023-12,Pessoal
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2023-12,Administração
 Pg.impressões/Fotoc. ,6.3,DESPESA,2023-12,Administração
 Pg.salário ,2789.63,DESPESA,2023-12,Pessoal
 Pg.tx.fin.sd.dev.11/2023 ,363.0,DESPESA,2023-12,Taxas e Impostos
 Pg.pis ,39.0,DESPESA,2023-12,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,2078.71,DESPESA,2023-12,Pessoal
 Rec. Multa ,63.34,RECEITA,2023-12,Receitas Condominiais
 Pg.inss S/13º Sal. ,1305.71,DESPESA,2023-12,Pessoal
 Rec.alug.depósito ,100.0,RECEITA,2023-12,Fundos
 Fundo Obras ,3409.56,RECEITA,2023-12,Fundos
 Rec.condomínio ,49147.71,RECEITA,2023-12,Receitas Condominiais
 Rec.cond.estacionamento ,680.0,RECEITA,2023-12,Receitas Condominiais
 Rec.taxa Uso Box ,590.0,RECEITA,2023-12,Fundos
 Rec.multa+C.m.+Jrs. ,112.18,RECEITA,2023-12,Receitas Condominiais
 Pg.síndico Prof. ,1850.0,DESPESA,2023-12,Pessoal
 Pg.fgts ,467.94,DESPESA,2023-12,Pessoal
 Pg.serv.limp. ,4942.36,DESPESA,2023-12,Utilidades
 Pg.2º Parc.13º Sal./2023 ,1638.42,DESPESA,2023-12,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2023-12,Pessoal
 Pg.pis/Cofins/Csll ,106.95,DESPESA,2023-12,Pessoal
 Pg.vale Transporte ,1542.8,DESPESA,2023-12,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-12,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2023-12,Administração
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2023-12,Pessoal
 Pg.serv.portaria ,17876.62,DESPESA,2023-12,Utilidades
 Pg.manut.elevador ,885.43,DESPESA,2024-01,Manutenção
 Pg.pintura ,2000.0,DESPESA,2024-01,Manutenção
 Pg. Sensor ,440.0,DESPESA,2024-01,Manutenção
 Pg.folha Func.bco. ,18.0,DESPESA,2024-01,Administração
 Água/Esgoto ,10943.52,DESPESA,2024-01,Utilidades
 Pg.seg.vida Func.01/2024 ,286.65,DESPESA,2024-01,Pessoal
 Pg.mat.pintura ,750.06,DESPESA,2024-01,Manutenção
 Pg.ceee ,1660.43,DESPESA,2024-01,Utilidades
 Pg.mat.limpeza ,460.49,DESPESA,2024-01,Utilidades
 Pg.impressões/Fotoc. ,6.3,DESPESA,2024-01,Administração
 Pg.tapete ,320.0,DESPESA,2024-01,Outros
 Pg.issqn ,963.01,DESPESA,2024-01,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2024-01,Taxas e Impostos
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2024-01,Pessoal
 Pg. Internet ,102.0,DESPESA,2024-01,Utilidades
 Pg.transações Bco.ted/Doc ,15.0,DESPESA,2024-01,Taxas e Impostos
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2024-01,Pessoal
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2024-01,Administração
 Pg.tx.fin.sd.dev.12/2023 ,416.0,DESPESA,2024-01,Taxas e Impostos
 Pg.salário ,2879.16,DESPESA,2024-01,Pessoal
 Pg.vale Transporte ,960.5,DESPESA,2024-01,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2024-01,Pessoal
 Rec.condomínio ,50359.77,RECEITA,2024-01,Receitas Condominiais
 Rec.alug.depósito ,100.0,RECEITA,2024-01,Fundos
 Rec.cond.estacionamento ,800.0,RECEITA,2024-01,Receitas Condominiais
 Rec.taxa Uso Box ,380.0,RECEITA,2024-01,Fundos
 Rec. Multa ,159.53,RECEITA,2024-01,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,18.56,RECEITA,2024-01,Receitas Condominiais
 Pg.síndico Prof. ,3700.0,DESPESA,2024-01,Pessoal
 Pg.fgts ,467.94,DESPESA,2024-01,Pessoal
 Fundo Obras ,3610.88,RECEITA,2024-01,Fundos
 Pg.serv.limp. ,4940.4,DESPESA,2024-01,Utilidades
 Pg.adto.salário ,600.0,DESPESA,2024-01,Pessoal
 Pg.pis/Cofins/Csll ,106.95,DESPESA,2024-01,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1305.71,DESPESA,2024-01,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-01,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2024-01,Administração
 Pg.secovimed ,168.8,DESPESA,2024-01,Taxas e Impostos
 Pg.pis ,78.0,DESPESA,2024-01,Pessoal
 Pg.serv.portaria ,17869.54,DESPESA,2024-01,Utilidades
 Pg.impermeabilização ,3900.0,DESPESA,2024-02,Outros
 Pg.mat.pintura ,750.06,DESPESA,2024-02,Manutenção
 Pg.ceee ,1516.33,DESPESA,2024-02,Utilidades
 Pg.manut.elevador ,885.43,DESPESA,2024-02,Manutenção
 Pg.manutenção ,1929.55,DESPESA,2024-02,Manutenção
 Pg.mat.limpeza ,719.18,DESPESA,2024-02,Utilidades
 Pg.rep.hidráulico ,2100.0,DESPESA,2024-02,Manutenção
 Pg.tx.fin.sd.dev.01/2024 ,395.0,DESPESA,2024-02,Taxas e Impostos
 Pg.transações Bco.ted/Doc ,31.5,DESPESA,2024-02,Taxas e Impostos
 Pg.impressões/Fotoc. ,838.29,DESPESA,2024-02,Administração
 Pg.desp.divrs. ,1550.0,DESPESA,2024-02,Outros
 Pg. Internet ,102.03,DESPESA,2024-02,Utilidades
 Pg.emissão Darf/Impostos ,41.0,DESPESA,2024-02,Pessoal
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-02,Taxas e Impostos
 Pg.efd-Reinf/E-Social ,32.0,DESPESA,2024-02,Pessoal
 Pg.reemb.elab.e Entr.dirf ,350.0,DESPESA,2024-02,Outros
 Água/Esgoto ,10661.01,DESPESA,2024-02,Utilidades
 Pg.issqn ,923.16,DESPESA,2024-02,Taxas e Impostos
 Pg.folha Func.bco. ,18.0,DESPESA,2024-02,Administração
 Pg.assemb.ordin. ,195.8,DESPESA,2024-02,Outros
 Pg.vale Refeição/Alimentação ,184.0,DESPESA,2024-02,Pessoal
 Pg.salário ,1656.76,DESPESA,2024-02,Pessoal
 Rec.cond.estacionamento ,680.0,RECEITA,2024-02,Receitas Condominiais
 Fundo Obras ,3349.03,RECEITA,2024-02,Fundos
 Rec.condomínio ,48056.78,RECEITA,2024-02,Receitas Condominiais
 Rec.alug.depósito ,80.0,RECEITA,2024-02,Fundos
 Rec.devolução Retirada ,3650.0,RECEITA,2024-02,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,118.41,RECEITA,2024-02,Receitas Condominiais
 Rec.ch.extra Férias ,2.48,RECEITA,2024-02,Fundos
 Pg.férias Período ,2467.4,DESPESA,2024-02,Pessoal
 Rec. Multa ,35.96,RECEITA,2024-02,Receitas Condominiais
 Pg.serv.limp. ,5315.77,DESPESA,2024-02,Utilidades
 Pg.serv.portaria ,19289.57,DESPESA,2024-02,Utilidades
 Pg.adto.salário ,300.0,DESPESA,2024-02,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1570.73,DESPESA,2024-02,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-02,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2024-02,Administração
 Pg.secovimed ,168.8,DESPESA,2024-02,Taxas e Impostos
 Pg.vale Transporte ,1513.8,DESPESA,2024-02,Pessoal
 Pg.fgts ,319.59,DESPESA,2024-02,Pessoal
 Pg.material ,1058.54,DESPESA,2024-03,Manutenção
 Pg.mat.pintura ,750.06,DESPESA,2024-03,Manutenção
 Pg.rep.elétrico ,2500.0,DESPESA,2024-03,Manutenção
 Peças Elevador ,1026.88,DESPESA,2024-03,Manutenção
 Água/Esgoto ,9077.62,DESPESA,2024-03,Utilidades
 Pg.manutenção ,2000.0,DESPESA,2024-03,Manutenção
 Pg.ceee ,1666.2,DESPESA,2024-03,Utilidades
 Retirada P/Posterior Acerto ,3700.0,DESPESA,2024-03,Retiradas/Acerto
 Pg.manut.elevador ,885.43,DESPESA,2024-03,Manutenção
 Pg.tx.fin.sd.dev.02/2024 ,495.0,DESPESA,2024-03,Taxas e Impostos
 Pg.impressões/Fotoc. ,7.35,DESPESA,2024-03,Administração
 Pg. Internet ,99.9,DESPESA,2024-03,Utilidades
 Pg. ,708.92,DESPESA,2024-03,Outros
 Pg.correio Conv.assemb.c/Ar ,431.25,DESPESA,2024-03,Outros
 Pg.emissão Darf/Impostos ,41.0,DESPESA,2024-03,Pessoal
 Pg.efd-Reinf/E-Social ,32.0,DESPESA,2024-03,Pessoal
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-03,Taxas e Impostos
 Pg.transações Bco.ted/Doc ,28.0,DESPESA,2024-03,Taxas e Impostos
 Pg.tarifa Banco Cobrança ,552.0,DESPESA,2024-03,Administração
 Pg.folha Func.bco. ,18.0,DESPESA,2024-03,Administração
 Pg.issqn ,1756.02,DESPESA,2024-03,Taxas e Impostos
 Pg.salário ,1503.02,DESPESA,2024-03,Pessoal
 Rec.alug.depósito ,120.0,RECEITA,2024-03,Fundos
 Pg.secovimed ,168.8,DESPESA,2024-03,Taxas e Impostos
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2024-03,Pessoal
 Fundo Obras ,547.75,RECEITA,2024-03,Fundos
 Rec.condomínio ,48919.4,RECEITA,2024-03,Receitas Condominiais
 Rec.cond.estacionamento ,680.0,RECEITA,2024-03,Receitas Condominiais
 Rec.devolução Retirada ,3700.0,RECEITA,2024-03,Receitas Condominiais
 Rec.taxa Uso Box ,190.0,RECEITA,2024-03,Fundos
 Rec.multa+C.m.+Jrs. ,111.43,RECEITA,2024-03,Receitas Condominiais
 Pg.seg.vida Func.03/2024 ,573.3,DESPESA,2024-03,Pessoal
 Pg.férias Período ,2421.46,DESPESA,2024-03,Pessoal
 Rec. Multa ,70.32,RECEITA,2024-03,Receitas Condominiais
 Pg.fgts ,359.02,DESPESA,2024-03,Pessoal
 Pg.serv.portaria ,19281.75,DESPESA,2024-03,Utilidades
 Pg.serv.limp. ,5313.62,DESPESA,2024-03,Utilidades
 Pg.contr.sind.patr./2024 ,310.7,DESPESA,2024-03,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2024-03,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,2145.93,DESPESA,2024-03,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-03,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2024-03,Administração
 Pg.síndico Prof. ,3871.0,DESPESA,2024-03,Pessoal
 Pg.vale Transporte ,1333.2,DESPESA,2024-03,Pessoal
 Pg.material ,799.78,DESPESA,2024-04,Manutenção
 Pg.rep.hidráulico ,1180.0,DESPESA,2024-04,Manutenção
 Pg.pintura ,2000.0,DESPESA,2024-04,Manutenção
 Água/Esgoto ,9681.23,DESPESA,2024-04,Utilidades
 Peças Elevador ,1026.88,DESPESA,2024-04,Manutenção
 Pg.ceee ,1837.38,DESPESA,2024-04,Utilidades
 Pg.mat.limpeza ,1186.9,DESPESA,2024-04,Utilidades
 Pg.manut.elevador ,885.43,DESPESA,2024-04,Manutenção
 Pg.tx.fin.sd.dev.03/2024 ,732.0,DESPESA,2024-04,Taxas e Impostos
 Pg.efd-Reinf/E-Social ,32.0,DESPESA,2024-04,Pessoal
 Pg. ,708.93,DESPESA,2024-04,Outros
 Pg.issqn ,1112.73,DESPESA,2024-04,Taxas e Impostos
 Pg. Internet ,99.9,DESPESA,2024-04,Utilidades
 Retirada P/Posterior Acerto ,3871.0,DESPESA,2024-04,Retiradas/Acerto
 Pg.transações Bco.ted/Doc ,24.5,DESPESA,2024-04,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-04,Taxas e Impostos
 Pg.tarifa Banco Cobrança ,552.0,DESPESA,2024-04,Administração
 Pg.impressões/Fotoc. ,7.35,DESPESA,2024-04,Administração
 Pg.folha Func.bco. ,18.0,DESPESA,2024-04,Administração
 Pg.desp.cartório ,214.97,DESPESA,2024-04,Outros
 Pg.seg.vida Func.04/2024 ,286.65,DESPESA,2024-04,Pessoal
 Pg.emissão Darf/Impostos ,41.0,DESPESA,2024-04,Pessoal
 Pg.secovimed ,168.8,DESPESA,2024-04,Taxas e Impostos
 Pg.salário ,2379.7,DESPESA,2024-04,Pessoal
 Rec.condomínio ,52540.6,RECEITA,2024-04,Receitas Condominiais
 Rec.alug.depósito ,80.0,RECEITA,2024-04,Fundos
 Rec.cond.estacionamento ,760.0,RECEITA,2024-04,Receitas Condominiais
 Rec.taxa Uso Box ,790.0,RECEITA,2024-04,Fundos
 Rec.devolução Retirada ,3871.0,RECEITA,2024-04,Receitas Condominiais
 Rec. Multa ,60.89,RECEITA,2024-04,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,102.28,RECEITA,2024-04,Receitas Condominiais
 Pg.síndico Prof. ,7742.0,DESPESA,2024-04,Pessoal
 Fundo Obras ,610.68,RECEITA,2024-04,Fundos
 Pg.serv.limp. ,5310.88,DESPESA,2024-04,Utilidades
 Pg.serv.portaria ,19271.81,DESPESA,2024-04,Utilidades
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-04,Administração
 Pg.vale Transporte ,1572.04,DESPESA,2024-04,Pessoal
 Pg.pcmso Secovimed ,200.35,DESPESA,2024-04,Taxas e Impostos
 Reemb.mat.expediente ,109.62,DESPESA,2024-04,Administração
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2024-04,Pessoal
 Pg.fgts ,376.57,DESPESA,2024-04,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2024-04,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,2369.85,DESPESA,2024-04,Pessoal
 Pg.material ,264.1,DESPESA,2024-05,Manutenção
 Prov.darf Inss(E-Social/Reinf) ,1559.77,DESPESA,2024-05,Outros
 Água/Esgoto ,10013.66,DESPESA,2024-05,Utilidades
 Pg.bóia ,289.26,DESPESA,2024-05,Manutenção
 Pg.manutenção ,2000.0,DESPESA,2024-05,Manutenção
 Peças Elevador ,1026.88,DESPESA,2024-05,Manutenção
 Pg.manut.elevador ,885.43,DESPESA,2024-05,Manutenção
 Pg.mat.limpeza ,705.2,DESPESA,2024-05,Utilidades
 Pg. Internet ,112.89,DESPESA,2024-05,Utilidades
 Pg.tx.fin.sd.dev.04/2024 ,910.0,DESPESA,2024-05,Taxas e Impostos
 Pg.issqn ,1180.79,DESPESA,2024-05,Taxas e Impostos
 Pg.seguro Incêndio ,1131.64,DESPESA,2024-05,Administração
 Pg.transações Bco.ted/Doc ,28.0,DESPESA,2024-05,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-05,Taxas e Impostos
 Pg.impressões/Fotoc. ,7.35,DESPESA,2024-05,Administração
 Pg.efd-Reinf/E-Social/Impostos ,73.0,DESPESA,2024-05,Pessoal
 Pg.tarifa Banco Cobrança ,552.0,DESPESA,2024-05,Administração
 Pg. ,650.0,DESPESA,2024-05,Outros
 Pg.seg.vida Func.05/2024 ,286.65,DESPESA,2024-05,Pessoal
 Pg.salário ,2974.43,DESPESA,2024-05,Pessoal
 Pg.folha Func.bco. ,18.0,DESPESA,2024-05,Administração
 Pg.síndico Prof. ,3871.0,DESPESA,2024-05,Pessoal
 Fundo Obras ,532.2,RECEITA,2024-05,Fundos
 Rec.condomínio ,48286.5,RECEITA,2024-05,Receitas Condominiais
 Rec.cond.estacionamento ,760.0,RECEITA,2024-05,Receitas Condominiais
 Rec.taxa Uso Box ,190.0,RECEITA,2024-05,Fundos
 Rec. Multa ,103.5,RECEITA,2024-05,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,106.21,RECEITA,2024-05,Receitas Condominiais
 Rec.ch.extra Férias ,9.13,RECEITA,2024-05,Fundos
 Rec.alug.depósito ,160.0,RECEITA,2024-05,Fundos
 Pg.serv.limp. ,5313.76,DESPESA,2024-05,Utilidades
 Pg.serv.portaria ,19282.27,DESPESA,2024-05,Utilidades
 Pg.fgts ,336.94,DESPESA,2024-05,Pessoal
 Pg.vale Transporte ,1092.04,DESPESA,2024-05,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2024-05,Pessoal
 Adto.13º Salário ,1638.0,DESPESA,2024-05,Outros
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-05,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2024-05,Administração
 Pg.adto.salário ,600.0,DESPESA,2024-05,Pessoal
 Pg.folha Func.bco. ,18.0,DESPESA,2024-06,Administração
 Água/Esgoto ,6324.8,DESPESA,2024-06,Utilidades
 Pg.bóia ,241.05,DESPESA,2024-06,Manutenção
 Peças Elevador ,1026.88,DESPESA,2024-06,Manutenção
 Pg.manut.elevador ,885.43,DESPESA,2024-06,Manutenção
 Pg.tx.fin.sd.dev.05/2024 ,1072.0,DESPESA,2024-06,Taxas e Impostos
 Pg.issqn ,1108.17,DESPESA,2024-06,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-06,Taxas e Impostos
 Pg. Internet ,112.89,DESPESA,2024-06,Utilidades
 Pg.elab-Reinf/E-Social/Impostos ,73.0,DESPESA,2024-06,Pessoal
 Pg.transações Bco.ted/Doc ,28.0,DESPESA,2024-06,Taxas e Impostos
 Pg. ,484.23,DESPESA,2024-06,Outros
 Pg.tarifa Banco Cobrança ,552.0,DESPESA,2024-06,Administração
 Pg.impressões/Fotoc. ,7.35,DESPESA,2024-06,Administração
 Pg.seg.vida Func.06/2024 ,286.65,DESPESA,2024-06,Pessoal
 Pg.seguro Incêndio ,1131.64,DESPESA,2024-06,Administração
 Pg.salário ,3012.56,DESPESA,2024-06,Pessoal
 Pg.vale Transporte ,130.55,DESPESA,2024-06,Pessoal
 Reemb.mat.expediente ,109.62,DESPESA,2024-06,Administração
 Fundo Obras ,478.31,RECEITA,2024-06,Fundos
 Rec.condomínio ,50593.63,RECEITA,2024-06,Receitas Condominiais
 Rec.taxa Uso Box ,390.0,RECEITA,2024-06,Fundos
 Rec.alug.depósito ,80.0,RECEITA,2024-06,Fundos
 Rec. Multa ,83.26,RECEITA,2024-06,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,15.1,RECEITA,2024-06,Receitas Condominiais
 Pg.pcmso Secovimed ,400.7,DESPESA,2024-06,Taxas e Impostos
 Rec.cond.estacionamento ,600.0,RECEITA,2024-06,Receitas Condominiais
 Pg.serv.portaria ,19278.91,DESPESA,2024-06,Utilidades
 Pg.secovimed ,337.6,DESPESA,2024-06,Taxas e Impostos
 Pg.adto.salário ,600.0,DESPESA,2024-06,Pessoal
 Pg.fgts ,452.16,DESPESA,2024-06,Pessoal
 Prov.darf Inss(E-Social/Reinf) ,1489.57,DESPESA,2024-06,Outros
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2024-06,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-06,Administração
 Pg.serv.limp. ,5312.83,DESPESA,2024-06,Utilidades
 Pg.manut.elevador ,885.43,DESPESA,2024-07,Manutenção
 Peças Elevador ,1026.88,DESPESA,2024-07,Manutenção
 Pg.recarga Extintores ,5169.0,DESPESA,2024-07,Outros
 Pg.rep.bombas ,722.32,DESPESA,2024-07,Manutenção
 Pg.manutenção ,175.57,DESPESA,2024-07,Manutenção
 Pg.rep.elétrico ,2600.0,DESPESA,2024-07,Manutenção
 Pg.material ,941.79,DESPESA,2024-07,Manutenção
 Pg.disjuntor ,58.5,DESPESA,2024-07,Outros
 Pg.mat.limpeza ,542.8,DESPESA,2024-07,Utilidades
 Pg.tarifa Banco Cobrança ,552.0,DESPESA,2024-07,Administração
 Pg.issqn ,1092.74,DESPESA,2024-07,Taxas e Impostos
 Pg.seguro Incêndio ,1131.64,DESPESA,2024-07,Administração
 Pg. Internet ,112.89,DESPESA,2024-07,Utilidades
 Pg.transações Bco.ted/Doc ,7.0,DESPESA,2024-07,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,35.0,DESPESA,2024-07,Taxas e Impostos
 Retirada P/Posterior Acerto ,3950.0,DESPESA,2024-07,Retiradas/Acerto
 Pg.elab-Reinf/E-Social/Impostos ,73.0,DESPESA,2024-07,Pessoal
 Água/Esgoto ,7610.76,DESPESA,2024-07,Utilidades
 Pg.impressões/Fotoc. ,7.35,DESPESA,2024-07,Administração
 Pg.tx.fin.sd.dev.06/2024 ,943.0,DESPESA,2024-07,Taxas e Impostos
 Pg.salário ,2476.93,DESPESA,2024-07,Pessoal
 Pg.seg.vida Func.07/2024 ,286.65,DESPESA,2024-07,Pessoal
 Fundo Obras ,542.37,RECEITA,2024-07,Fundos
 Pg.folha Func.bco. ,18.0,DESPESA,2024-07,Administração
 Rec.condomínio ,52232.11,RECEITA,2024-07,Receitas Condominiais
 Rec.alug.depósito ,110.0,RECEITA,2024-07,Fundos
 Rec.cond.estacionamento ,760.0,RECEITA,2024-07,Receitas Condominiais
 Rec.taxa Uso Box ,790.0,RECEITA,2024-07,Fundos
 Rec. Multa ,58.34,RECEITA,2024-07,Receitas Condominiais
 Pg.síndico Prof. ,3871.0,DESPESA,2024-07,Pessoal
 Pg. ,7.0,DESPESA,2024-07,Outros
 Pg.serv.limp. ,5308.24,DESPESA,2024-07,Utilidades
 Rec.multa+C.m.+Jrs. ,187.63,RECEITA,2024-07,Receitas Condominiais
 Pg.adto.salário ,600.0,DESPESA,2024-07,Pessoal
 Pg.serv.portaria ,19262.26,DESPESA,2024-07,Utilidades
 Reemb.mat.expediente ,109.62,DESPESA,2024-07,Administração
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2024-07,Administração
