evento,valor,tipo,mes_ano,macro_categoria
 Rec.ch.extra Férias ,2951.4,RECEITA,2023-01,Fundos
 13º Salario ,129.65,RECEITA,2023-01,Pessoal
 Valor ,13300.0,RECEITA,2023-01,Outros
 Rec.devolução Retirada ,1800.0,RECEITA,2023-01,Receitas Condominiais
 Pg.serv.portaria ,16660.0,DESPESA,2023-01,Utilidades
 Pg.fgts ,439.58,DESPESA,2023-01,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2023-01,Pessoal
 Pg.síndico Prof. ,3500.0,DESPESA,2023-01,Pessoal
 Pg.pis/Cofins/Csll ,61.38,DESPESA,2023-01,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1227.39,DESPESA,2023-01,Pessoal
 Pg.pis ,73.26,DESPESA,2023-01,Pessoal
 Pg.secovimed ,160.05,DESPESA,2023-01,Taxas e Impostos
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-01,Administração
 Pg.serv.limp. ,4606.0,DESPESA,2023-01,Utilidades
 Reemb.mat.expediente ,109.62,DESPESA,2023-01,Administração
 Pg.mat.limpeza ,862.2,DESPESA,2023-02,Utilidades
 Pg.reforma ,18374.79,DESPESA,2023-02,Manutenção
 Pg.mat.pintura ,520.0,DESPESA,2023-02,Manutenção
 Pg.materiais ,336.5,DESPESA,2023-02,Outros
 Pg.rep.hidráulico ,1700.0,DESPESA,2023-02,Manutenção
 Pg.escada ,2187.5,DESPESA,2023-02,Outros
 Pg.manutenção ,480.0,DESPESA,2023-02,Manutenção
 Peças Elevador ,1983.5,DESPESA,2023-02,Manutenção
 Pg.manut.elevador ,802.12,DESPESA,2023-02,Manutenção
 Pg.tx.fin.sd.dev.01/2023 ,40.0,DESPESA,2023-02,Taxas e Impostos
 Pg.instalação ,822.15,DESPESA,2023-02,Manutenção
 Pg.desp.cartório ,167.42,DESPESA,2023-02,Outros
 Pg. ,605.5,DESPESA,2023-02,Outros
 Pg.correio Conv.assemb.c/Ar ,376.05,DESPESA,2023-02,Outros
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2023-02,Taxas e Impostos
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2023-02,Pessoal
 Pg.transações Bco.ted/Doc ,24.0,DESPESA,2023-02,Taxas e Impostos
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2023-02,Pessoal
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2023-02,Administração
 Retirada P/Posterior Acerto ,1500.0,DESPESA,2023-02,Retiradas/Acerto
 Pg.impressões/Fotoc. ,141.4,DESPESA,2023-02,Administração
 Pg.taxa ,115.18,DESPESA,2023-02,Outros
 Pg.ltip ,1470.0,DESPESA,2023-02,Outros
 Pg.remessa Doctos. ,252.5,DESPESA,2023-02,Administração
 Pg.ceee ,1810.09,DESPESA,2023-02,Utilidades
 Pg.issqn ,922.12,DESPESA,2023-02,Taxas e Impostos
 Água ,9859.05,DESPESA,2023-02,Outros
 Rec.taxa Uso Box ,390.0,RECEITA,2023-02,Fundos
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2023-02,Pessoal
 Rec.alug.depósito ,70.0,RECEITA,2023-02,Fundos
 Fundo Obras ,3525.1,RECEITA,2023-02,Fundos
 Rec.condomínio ,57497.92,RECEITA,2023-02,Receitas Condominiais
 Rec.cond.estacionamento ,720.0,RECEITA,2023-02,Receitas Condominiais
 Rec. Multa ,128.66,RECEITA,2023-02,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,65.78,RECEITA,2023-02,Receitas Condominiais
 Rec.ch.extra Férias ,87.11,RECEITA,2023-02,Fundos
 13º Salario ,20.64,RECEITA,2023-02,Pessoal
 Pg.férias Período ,2277.84,DESPESA,2023-02,Pessoal
 Pg.síndico Prof. ,3600.0,DESPESA,2023-02,Pessoal
 Pg.adto.salário ,300.0,DESPESA,2023-02,Pessoal
 Pg.pis/Cofins/Csll ,61.38,DESPESA,2023-02,Pessoal
 Pg.seg.vida Func.02/2023 ,274.02,DESPESA,2023-02,Pessoal
 Pg.serv.portaria ,18142.74,DESPESA,2023-02,Utilidades
 Pg.serv.limp. ,5015.93,DESPESA,2023-02,Utilidades
 Pg.pis ,37.0,DESPESA,2023-02,Pessoal
 Pg.serv.prestados ,303.05,DESPESA,2023-02,Manutenção
 Pg.darf Inss(E-Social/Reinf) ,1648.64,DESPESA,2023-02,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-02,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2023-02,Administração
 Pg.salário ,1542.8,DESPESA,2023-02,Pessoal
 Pg.folha Func.bco. ,18.0,DESPESA,2023-02,Administração
 Pg.vale Transporte ,1386.2,DESPESA,2023-02,Pessoal
 Pg.secovimed ,160.05,DESPESA,2023-02,Taxas e Impostos
 Pg.fgts ,295.99,DESPESA,2023-02,Pessoal
 Pg.manutenção ,274.37,DESPESA,2023-03,Manutenção
 Peças Elevador ,1983.5,DESPESA,2023-03,Manutenção
 Pg.escada ,437.5,DESPESA,2023-03,Outros
 Pg.manut.elevador ,798.08,DESPESA,2023-03,Manutenção
 Pg.salário ,2241.32,DESPESA,2023-03,Pessoal
 Pg.ceee ,2001.05,DESPESA,2023-03,Utilidades
 Pg.assemb.ordin. ,204.7,DESPESA,2023-03,Outros
 Pg.folha Func.bco. ,18.0,DESPESA,2023-03,Administração
 Pg.reforma ,16683.0,DESPESA,2023-03,Manutenção
 Pg.vistoria Hidráulica ,1393.72,DESPESA,2023-03,Outros
 Pg.materiais ,499.3,DESPESA,2023-03,Outros
 Pg.correio Conv.assemb.c/Ar ,394.45,DESPESA,2023-03,Outros
 Pg.tx.fin.sd.dev.02/2023 ,439.0,DESPESA,2023-03,Taxas e Impostos
 Pg.transações Bco.ted/Doc ,51.0,DESPESA,2023-03,Taxas e Impostos
 Pg.impressões/Fotoc. ,60.62,DESPESA,2023-03,Administração
 Pg.issqn ,1175.23,DESPESA,2023-03,Taxas e Impostos
 Pg.certificação Digital ,351.0,DESPESA,2023-03,Outros
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2023-03,Pessoal
 Valor ,892.81,DESPESA,2023-03,Outros
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2023-03,Taxas e Impostos
 Pg.remessa Doctos. ,261.4,DESPESA,2023-03,Administração
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2023-03,Pessoal
 Pg.seg.vida Func.03/2023 ,274.02,DESPESA,2023-03,Pessoal
 Pg.custas Judiciais ,148.71,DESPESA,2023-03,Outros
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2023-03,Administração
 Pg.secovimed ,160.05,DESPESA,2023-03,Taxas e Impostos
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2023-03,Pessoal
 Pg.férias Período ,1486.59,DESPESA,2023-03,Pessoal
 Fundo Obras ,3569.81,RECEITA,2023-03,Fundos
 Rec.condomínio ,59361.64,RECEITA,2023-03,Receitas Condominiais
 Rec.taxa Uso Box ,590.0,RECEITA,2023-03,Fundos
 Rec.alug.depósito ,80.0,RECEITA,2023-03,Fundos
 Rec.cond.estacionamento ,720.0,RECEITA,2023-03,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,39.74,RECEITA,2023-03,Receitas Condominiais
 Rec.ch.extra Férias ,46.29,RECEITA,2023-03,Fundos
 13º Salario ,10.84,RECEITA,2023-03,Pessoal
 Valor ,892.81,RECEITA,2023-03,Outros
 Pg.serv.portaria ,18142.74,DESPESA,2023-03,Utilidades
 Rec. Multa ,126.55,RECEITA,2023-03,Receitas Condominiais
 Pg.serv.prestados ,1193.03,DESPESA,2023-03,Manutenção
 Pg.serv.limp. ,5015.93,DESPESA,2023-03,Utilidades
 Reemb.mat.expediente ,109.62,DESPESA,2023-03,Administração
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-03,Administração
 Pg.pis ,40.56,DESPESA,2023-03,Pessoal
 Pg. Irrf ,30.31,DESPESA,2023-03,Outros
 Pg.vale Transporte ,927.0,DESPESA,2023-03,Pessoal
 Pg.pis/Cofins/Csll ,61.38,DESPESA,2023-03,Pessoal
 Pg.contr.sind.patr./2023 ,298.58,DESPESA,2023-03,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2023-03,Pessoal
 Pg.fgts ,324.49,DESPESA,2023-03,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1468.79,DESPESA,2023-03,Pessoal
 Pg.rep.hidráulico ,5742.8,DESPESA,2023-04,Manutenção
 Pg.seg.vida Func.04/2023 ,274.02,DESPESA,2023-04,Pessoal
 Pg.ceee ,1835.81,DESPESA,2023-04,Utilidades
 Pg.rep.elétrico ,680.0,DESPESA,2023-04,Manutenção
 Pg.manut.elevador ,798.08,DESPESA,2023-04,Manutenção
 Pg.escada ,437.5,DESPESA,2023-04,Outros
 Peças Elevador ,1610.75,DESPESA,2023-04,Manutenção
 Pg.reforma ,20264.93,DESPESA,2023-04,Manutenção
 Pg.materiais ,54.0,DESPESA,2023-04,Outros
 Pg.reparos ,250.0,DESPESA,2023-04,Manutenção
 Pg.material ,52.9,DESPESA,2023-04,Manutenção
 Pg.vale Transporte ,1501.0,DESPESA,2023-04,Pessoal
 Pg.tx.fin.sd.dev.03/2023 ,378.0,DESPESA,2023-04,Taxas e Impostos
 Pg.issqn ,975.9,DESPESA,2023-04,Taxas e Impostos
 Retirada P/Posterior Acerto ,1500.0,DESPESA,2023-04,Retiradas/Acerto
 Pg.transações Bco.ted/Doc ,27.0,DESPESA,2023-04,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2023-04,Taxas e Impostos
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2023-04,Pessoal
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2023-04,Administração
 Pg. ,572.2,DESPESA,2023-04,Outros
 Pg.renovação Cert.digital ,123.0,DESPESA,2023-04,Outros
 Pg.remessa Doctos. ,176.0,DESPESA,2023-04,Administração
 Pg.sacos Lixo ,1241.39,DESPESA,2023-04,Outros
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2023-04,Pessoal
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2023-04,Pessoal
 Pg.salário ,1576.37,DESPESA,2023-04,Pessoal
 Rec.cond.estacionamento ,600.0,RECEITA,2023-04,Receitas Condominiais
 Rec.condomínio ,60194.63,RECEITA,2023-04,Receitas Condominiais
 Rec.alug.depósito ,90.0,RECEITA,2023-04,Fundos
 Pg.folha Func.bco. ,18.0,DESPESA,2023-04,Administração
 Rec.devolução Retirada ,1500.0,RECEITA,2023-04,Receitas Condominiais
 Rec.taxa Uso Box ,190.0,RECEITA,2023-04,Fundos
 Rec. Multa ,71.03,RECEITA,2023-04,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,110.3,RECEITA,2023-04,Receitas Condominiais
 Rec.ch.extra Férias ,31.06,RECEITA,2023-04,Fundos
 13º Salario ,20.8,RECEITA,2023-04,Pessoal
 Pg.honorários ,1500.0,DESPESA,2023-04,Outros
 Fundo Obras ,3360.97,RECEITA,2023-04,Fundos
 Pg.serv.portaria ,18142.74,DESPESA,2023-04,Utilidades
 Pg.serv.limp. ,5015.93,DESPESA,2023-04,Utilidades
 Pg.adto.salário ,600.0,DESPESA,2023-04,Pessoal
 Pg.síndico Prof. ,1850.0,DESPESA,2023-04,Pessoal
 Pg.pis/Cofins/Csll ,105.46,DESPESA,2023-04,Pessoal
 Pg.serv.prestados ,303.03,DESPESA,2023-04,Manutenção
 Pg.secovimed ,160.05,DESPESA,2023-04,Taxas e Impostos
 Pg.pis ,38.47,DESPESA,2023-04,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1909.56,DESPESA,2023-04,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-04,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2023-04,Administração
 Pg.fgts ,307.72,DESPESA,2023-04,Pessoal
 Pg.material ,269.0,DESPESA,2023-05,Manutenção
 Pg.reforma ,18125.0,DESPESA,2023-05,Manutenção
 Peças Elevador ,1610.75,DESPESA,2023-05,Manutenção
 Pg.seg.vida Func.05/2023 ,274.02,DESPESA,2023-05,Pessoal
 Pg.manutenção ,276.38,DESPESA,2023-05,Manutenção
 Pg.manut.elevador ,812.92,DESPESA,2023-05,Manutenção
 Pg.ceee ,2153.77,DESPESA,2023-05,Utilidades
 Pg.cons.telhado ,980.0,DESPESA,2023-05,Manutenção
 Pg.escada ,437.5,DESPESA,2023-05,Outros
 Pg.rep.hidráulico ,3358.61,DESPESA,2023-05,Manutenção
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2023-05,Taxas e Impostos
 Pg.tx.fin.sd.dev.04/2023 ,496.0,DESPESA,2023-05,Taxas e Impostos
 Pg.issqn ,1031.04,DESPESA,2023-05,Taxas e Impostos
 Pg.seguro Incêndio ,984.24,DESPESA,2023-05,Administração
 Pg.transações Bco.ted/Doc ,36.0,DESPESA,2023-05,Taxas e Impostos
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2023-05,Pessoal
 Pg. Internet ,260.79,DESPESA,2023-05,Utilidades
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2023-05,Pessoal
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2023-05,Administração
 Pg.remessa Doctos. ,91.6,DESPESA,2023-05,Administração
 Pg.folha Func.bco. ,18.0,DESPESA,2023-05,Administração
 Pg.materiais ,47.5,DESPESA,2023-05,Outros
 Pg.salário ,2641.32,DESPESA,2023-05,Pessoal
 Pg.vale Transporte ,1501.0,DESPESA,2023-05,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2023-05,Pessoal
 Fundo Obras ,3619.15,RECEITA,2023-05,Fundos
 Rec.condomínio ,64965.59,RECEITA,2023-05,Receitas Condominiais
 Rec.alug.depósito ,70.0,RECEITA,2023-05,Fundos
 Rec.taxa Uso Box ,790.0,RECEITA,2023-05,Fundos
 Rec.cond.estacionamento ,760.0,RECEITA,2023-05,Receitas Condominiais
 Rec. Multa ,64.24,RECEITA,2023-05,Receitas Condominiais
 13º Salario ,15.84,RECEITA,2023-05,Pessoal
 Rec.ch.extra Férias ,15.99,RECEITA,2023-05,Fundos
 Pg.fgts ,329.68,DESPESA,2023-05,Pessoal
 Pg.serv.portaria ,18142.74,DESPESA,2023-05,Utilidades
 Rec.multa+C.m.+Jrs. ,27.56,RECEITA,2023-05,Receitas Condominiais
 Pg.síndico Prof. ,1850.0,DESPESA,2023-05,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2023-05,Pessoal
 Pg.serv.prestados ,723.03,DESPESA,2023-05,Manutenção
 Pg.darf Inss(E-Social/Reinf) ,1727.4,DESPESA,2023-05,Pessoal
 Pg.pis/Cofins/Csll ,198.65,DESPESA,2023-05,Pessoal
 Pg.pis ,41.21,DESPESA,2023-05,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-05,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2023-05,Administração
 Pg.secovimed ,160.05,DESPESA,2023-05,Taxas e Impostos
 Pg.serv.limp. ,5015.93,DESPESA,2023-05,Utilidades
 Reparos Gerais ,2000.0,DESPESA,2023-07,Outros
 Pg.mat.pintura ,3561.19,DESPESA,2023-07,Manutenção
 Pg.recarga Extintores ,3256.5,DESPESA,2023-07,Outros
 Pg.equipamentos ,618.65,DESPESA,2023-07,Outros
 Pg.seg.vida Func.07/2023 ,274.02,DESPESA,2023-07,Pessoal
 Peças Elevador ,2289.32,DESPESA,2023-07,Manutenção
 Pg.ceee ,1735.91,DESPESA,2023-07,Utilidades
 Água ,18950.58,DESPESA,2023-07,Outros
 Pg.reparos ,300.0,DESPESA,2023-07,Manutenção
 Pg.manut.elevador ,812.84,DESPESA,2023-07,Manutenção
 Pg.rep.hidráulico ,3600.0,DESPESA,2023-07,Manutenção
 Pg.remessa Doctos. ,43.2,DESPESA,2023-07,Administração
 Pg.tx.fin.sd.dev.06/2023 ,535.0,DESPESA,2023-07,Taxas e Impostos
 Pg. Internet ,174.85,DESPESA,2023-07,Utilidades
 Pg.issqn ,680.86,DESPESA,2023-07,Taxas e Impostos
 Pg.seguro Incêndio ,984.23,DESPESA,2023-07,Administração
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2023-07,Pessoal
 Pg.transações Bco.ted/Doc ,51.0,DESPESA,2023-07,Taxas e Impostos
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2023-07,Pessoal
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2023-07,Administração
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2023-07,Taxas e Impostos
 Pg.vale Transporte ,1558.4,DESPESA,2023-07,Pessoal
 Pg.calhas ,2500.0,DESPESA,2023-07,Outros
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2023-07,Pessoal
 Fundo Obras ,3655.03,RECEITA,2023-07,Fundos
 Pg.salário ,3386.15,DESPESA,2023-07,Pessoal
 Pg.folha Func.bco. ,18.0,DESPESA,2023-07,Administração
 Rec.alug.depósito ,100.0,RECEITA,2023-07,Fundos
 Rec.condomínio ,59357.17,RECEITA,2023-07,Receitas Condominiais
 Rec.taxa Uso Box ,190.0,RECEITA,2023-07,Fundos
 Rec.cond.estacionamento ,680.0,RECEITA,2023-07,Receitas Condominiais
 Rec.condomínio ,5.59,RECEITA,2023-07,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,158.49,RECEITA,2023-07,Receitas Condominiais
 Rec. Multa ,40.93,RECEITA,2023-07,Receitas Condominiais
 Rec.ch.extra Férias ,548.79,RECEITA,2023-07,Fundos
 13º Salario ,20.22,RECEITA,2023-07,Pessoal
 Pg.serv.prestados ,728.5,DESPESA,2023-07,Manutenção
 Rec.devolução Retirada ,3300.0,RECEITA,2023-07,Receitas Condominiais
 Pg.fgts ,314.18,DESPESA,2023-07,Pessoal
 Pg.pis ,39.27,DESPESA,2023-07,Pessoal
 Pg.síndico Prof. ,1850.0,DESPESA,2023-07,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-07,Administração
 Pg.secovimed ,160.05,DESPESA,2023-07,Taxas e Impostos
 Pg.darf Inss(E-Social/Reinf) ,2116.94,DESPESA,2023-07,Pessoal
 Reemb.mat.expediente ,109.62,DESPESA,2023-07,Administração
 Pg.adto.salário ,600.0,DESPESA,2023-07,Pessoal
 Pg.serv.portaria ,17908.05,DESPESA,2023-07,Utilidades
 Pg.serv.limp. ,4951.05,DESPESA,2023-07,Utilidades
 Pg.pis/Cofins/Csll ,126.31,DESPESA,2023-07,Pessoal
 Pg.issqn ,871.72,DESPESA,2023-08,Taxas e Impostos
 Pg.contr.remoto ,176.13,DESPESA,2023-08,Outros
 Pg.manut.elevador ,812.84,DESPESA,2023-08,Manutenção
 Pg.instalação ,980.0,DESPESA,2023-08,Manutenção
 Pg.recarga Extintores ,3256.5,DESPESA,2023-08,Outros
 Pg.pintura ,2000.0,DESPESA,2023-08,Manutenção
 Pg.mat.pintura ,1291.09,DESPESA,2023-08,Manutenção
 Pg.cons.telhado ,1300.0,DESPESA,2023-08,Manutenção
 Pg.mat.limpeza ,1138.14,DESPESA,2023-08,Utilidades
 Pg.custas Judiciais ,253.8,DESPESA,2023-08,Outros
 Pg.tx.fin.sd.dev.07/2023 ,737.0,DESPESA,2023-08,Taxas e Impostos
 Pg.devol.água ,30.15,DESPESA,2023-08,Outros
 Retirada P/Posterior Acerto ,1400.0,DESPESA,2023-08,Retiradas/Acerto
 Pg. Internet ,101.7,DESPESA,2023-08,Utilidades
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2023-08,Pessoal
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2023-08,Taxas e Impostos
 Pg.transações Bco.ted/Doc ,21.0,DESPESA,2023-08,Taxas e Impostos
 Pg.impressões/Fotoc. ,7.0,DESPESA,2023-08,Administração
 Pg.remessa Doctos. ,44.2,DESPESA,2023-08,Administração
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2023-08,Pessoal
 Pg.desp.divrs. ,1400.0,DESPESA,2023-08,Outros
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2023-08,Administração
 Peças Elevador ,2289.31,DESPESA,2023-08,Manutenção
 Pg.seguro Incêndio ,984.23,DESPESA,2023-08,Administração
 Pg.ceee ,1830.0,DESPESA,2023-08,Utilidades
 Água ,7433.92,DESPESA,2023-08,Outros
 Fundo Obras ,3514.14,RECEITA,2023-08,Fundos
 Pg.salário ,2789.63,DESPESA,2023-08,Pessoal
 Rec.condomínio ,63435.66,RECEITA,2023-08,Receitas Condominiais
 Rec.alug.depósito ,100.0,RECEITA,2023-08,Fundos
 Rec.cond.estacionamento ,720.0,RECEITA,2023-08,Receitas Condominiais
 Rec.taxa Uso Box ,190.0,RECEITA,2023-08,Fundos
 Rec.devolução Retirada ,1400.0,RECEITA,2023-08,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,126.04,RECEITA,2023-08,Receitas Condominiais
 Rec.ch.extra Férias ,475.66,RECEITA,2023-08,Fundos
 Pg.síndico Prof. ,1850.0,DESPESA,2023-08,Pessoal
 Pg.fgts ,364.4,DESPESA,2023-08,Pessoal
 Pg.serv.portaria ,17902.87,DESPESA,2023-08,Utilidades
 Pg.serv.limp. ,4949.62,DESPESA,2023-08,Utilidades
 Rec. Multa ,30.24,RECEITA,2023-08,Receitas Condominiais
 Pg.pis/Cofins/Csll ,61.38,DESPESA,2023-08,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,2251.86,DESPESA,2023-08,Pessoal
 Pg.secovimed ,203.8,DESPESA,2023-08,Taxas e Impostos
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-08,Administração
 Reemb.mat.expediente ,109.62,DESPESA,2023-08,Administração
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2023-08,Pessoal
 Pg.pis ,45.55,DESPESA,2023-08,Pessoal
 Pg.vale Transporte ,1424.8,DESPESA,2023-08,Pessoal
 Pg.seg.vida Func.08/2023 ,274.02,DESPESA,2023-08,Pessoal
 Pg.dissídio Empregador/2023 ,327.65,DESPESA,2023-08,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2023-08,Pessoal
 Pg.folha Func.bco. ,18.0,DESPESA,2023-08,Administração
 Pg.material ,291.97,DESPESA,2023-09,Manutenção
 Pg.pintura ,2000.0,DESPESA,2023-09,Manutenção
 Pg.manutenção ,2676.38,DESPESA,2023-09,Manutenção
 Pg.manut.elevador ,812.84,DESPESA,2023-09,Manutenção
 Água ,10792.26,DESPESA,2023-09,Outros
 Pg.cons.fechadura ,150.0,DESPESA,2023-09,Outros
 Pg.extintores ,637.5,DESPESA,2023-09,Outros
 Pg.ceee ,2085.27,DESPESA,2023-09,Utilidades
 Pg.reparos ,800.0,DESPESA,2023-09,Manutenção
 Peças Elevador ,1912.09,DESPESA,2023-09,Manutenção
 Pg.mat.pintura ,814.5,DESPESA,2023-09,Manutenção
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2023-09,Taxas e Impostos
 Pg.tx.fin.sd.dev.08/2023 ,607.0,DESPESA,2023-09,Taxas e Impostos
 Pg.issqn ,878.09,DESPESA,2023-09,Taxas e Impostos
 Pg.seguro Incêndio ,984.23,DESPESA,2023-09,Administração
 Pg. Internet ,99.9,DESPESA,2023-09,Utilidades
 Pg.transações Bco.ted/Doc ,33.0,DESPESA,2023-09,Taxas e Impostos
 Pg.impressões/Fotoc. ,7.0,DESPESA,2023-09,Administração
 Pg.remessa Doctos. ,21.6,DESPESA,2023-09,Administração
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2023-09,Pessoal
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2023-09,Pessoal
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2023-09,Administração
 Pg.salário ,2789.63,DESPESA,2023-09,Pessoal
 Reparos Gerais ,500.0,DESPESA,2023-09,Outros
 Pg.folha Func.bco. ,18.0,DESPESA,2023-09,Administração
 Retirada P/Posterior Acerto ,1850.0,DESPESA,2023-09,Retiradas/Acerto
 Pg.seg.vida Func.09/2023 ,274.02,DESPESA,2023-09,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2023-09,Pessoal
 Rec.condomínio ,50727.19,RECEITA,2023-09,Receitas Condominiais
 Rec.cond.estacionamento ,800.0,RECEITA,2023-09,Receitas Condominiais
 Rec.taxa Uso Box ,790.0,RECEITA,2023-09,Fundos
 Rec.alug.depósito ,90.0,RECEITA,2023-09,Fundos
 Rec.condomínio ,23.85,RECEITA,2023-09,Receitas Condominiais
 Rec. Multa ,63.68,RECEITA,2023-09,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,326.3,RECEITA,2023-09,Receitas Condominiais
 Rec.ch.extra Férias ,33.28,RECEITA,2023-09,Fundos
 Pg.treinamento ,1875.0,DESPESA,2023-09,Outros
 Rec.devolução ,186.93,DESPESA,2023-09,Receitas Condominiais
 Fundo Obras ,3744.85,RECEITA,2023-09,Fundos
 Pg.fgts ,311.96,DESPESA,2023-09,Pessoal
 Pg.síndico Prof. ,1850.0,DESPESA,2023-09,Pessoal
 Pg.vale Transporte ,1483.8,DESPESA,2023-09,Pessoal
 Pg.secovimed ,168.8,DESPESA,2023-09,Taxas e Impostos
 Reemb.mat.expediente ,109.62,DESPESA,2023-09,Administração
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2023-09,Administração
 Pg.pis ,39.0,DESPESA,2023-09,Pessoal
 Pg.pis/Cofins/Csll ,61.38,DESPESA,2023-09,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2023-09,Pessoal
 Pg.serv.portaria ,17896.85,DESPESA,2023-09,Utilidades
 Pg.serv.limp. ,4947.95,DESPESA,2023-09,Utilidades
 Pg.darf Inss(E-Social/Reinf) ,1305.71,DESPESA,2023-09,Pessoal
 Pg.sacos Lixo ,526.27,DESPESA,2023-10,Outros
 Pg.folha Func.bco. ,18.0,DESPESA,2023-10,Administração
 Água ,10972.68,DESPESA,2023-10,Outros
 Pg.ceee ,1824.58,DESPESA,2023-10,Utilidades
 Pg.extintores ,637.5,DESPESA,2023-10,Outros
 Pg.salário ,2789.63,DESPESA,2023-10,Pessoal
 Peças Elevador ,1912.09,DESPESA,2023-10,Manutenção
 Pg.instalação ,1458.0,DESPESA,2023-10,Manutenção
 Pg.reparos ,2400.0,DESPESA,2023-10,Manutenção
 Pg.issqn ,842.38,DESPESA,2023-10,Taxas e Impostos
 Pg.transações Bco.ted/Doc ,33.0,DESPESA,2023-10,Taxas e Impostos
 Pg.fotocópias ,106.7,DESPESA,2023-10,Outros
 Pg. Internet ,99.9,DESPESA,2023-10,Utilidades
 Pg.seguro Incêndio ,984.23,DESPESA,2023-10,Administração
 Retirada P/Posterior Acerto ,1800.0,DESPESA,2023-10,Retiradas/Acerto
 Pg.impressões/Fotoc. ,7.0,DESPESA,2023-10,Administração
 Pg.efd-Reinf/E-Social ,29.0,DESPESA,2023-10,Pessoal
 Pg.remessa Doctos. ,21.6,DESPESA,2023-10,Administração
 Pg.declaração Pmpa/Issqndec ,32.0,DESPESA,2023-10,Taxas e Impostos
 Pg.emissão Darf/Impostos ,38.0,DESPESA,2023-10,Pessoal
 Pg.vale Transporte ,1424.8,DESPESA,2023-10,Pessoal
 Pg.tarifa Banco Cobrança ,549.0,DESPESA,2023-10,Administração
 Pg.tx.fin.sd.dev.09/2023 ,751.0,DESPESA,2023-10,Taxas e Impostos
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2023-10,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2023-10,Pessoal
 Reemb.mat.expediente ,109.62,DESPESA,2023-10,Administração
