mes_ano,tipo,evento,valor,origem
2026-03,despesa,PG.FOLHA FUNC.BCO. - 03/,2026.0,pdf_ocr
2026-03,despesa,PG.ISSQN - 02/,2026.0,pdf_ocr
2026-03,despesa,PG.MANUT.ELEVADOR - ORONA 02/2026 NF,1027.0,pdf_ocr
2026-03,despesa,PG.MAT.PINTURA - NGP FERRAGEM NF,1991.0,pdf_ocr
2026-03,despesa,PG.SECOVIMED - 02/,2026.0,pdf_ocr
2026-03,despesa,PG.SEG.VIDA FUNC.03/,2026.0,pdf_ocr
2026-03,despesa,PG.SERV.LIMP. - MISSAO DE PAZ 02/2026 NF,730.0,pdf_ocr
2026-03,despesa,PG.SERV.PORTARIA - F.CORREA 02/2026 NF,729.0,pdf_ocr
2026-03,despesa,PG.SINDICO PROF. - SINDICO FK SOLUGOES 02/2026 NF,190.0,pdf_ocr
2026-03,despesa,PG.TARIFA BANCO COBRANCA - 03/,2026.0,pdf_ocr
2026-03,despesa,PG.TRANSACOES BCO.TED - 02/,2026.0,pdf_ocr
2026-03,despesa,PG.TX.FIN.SD.DEV.02/,2026.0,pdf_ocr
2026-03,despesa,PG.VALE REFEICAO/ALIMENTACAO - 04/,2026.0,pdf_ocr
2026-03,despesa,PG.VALE TRANSPORTE - 04/,2026.0,pdf_ocr
2026-03,despesa,REEMB.MAT.EXPEDIENTE - 03/2026 NF.:,6371.0,pdf_ocr
2026-03,despesa,TAXA AUXILIAR ADMINISTRACAO - 03/2026 NF.:,6371.0,pdf_ocr
2026-04,despesa,PG. INTERNET - CLARO 03/,2026.0,pdf_ocr
2026-04,despesa,PG.DARF INSS(E-SOCIAL/REINF) - 03/,2026.0,pdf_ocr
2026-04,despesa,PG.FGTS - 03/,2026.0,pdf_ocr
2026-04,despesa,PG.FOLHA FUNC.BCO. - 04/,2026.0,pdf_ocr
2026-04,despesa,PG.ISSQN - 03/,2026.0,pdf_ocr
2026-04,despesa,PG.MANUT.ELEVADOR - ORONA 03/2026 NF,1302.0,pdf_ocr
2026-04,despesa,PG.MAT.LIMPEZA - ARMAZEM AZENHA NF,2008.0,pdf_ocr
2026-04,despesa,PG.REFORMA - ELETRICA-ELIAS CORREA NF,86.0,pdf_ocr
2026-04,despesa,PG.REP.BOMBAS - LARISSA EGRES NF,1533.0,pdf_ocr
2026-04,despesa,PG.REP.GESSO - ALINE SILVA NF.4 P.1/,2.0,pdf_ocr
2026-04,despesa,PG.REP.HIDRAULICO - CLAUDECIR TEIXEIRA NF,20.0,pdf_ocr
2026-04,despesa,PG.SECOVIMED - 03/,2026.0,pdf_ocr
2026-04,despesa,PG.SEG.VIDA FUNC.04/,2026.0,pdf_ocr
2026-04,despesa,PG.SERV.LIMP. - MISSAO DE PAZ 03/2026 NF,743.0,pdf_ocr
2026-04,despesa,PG.SERV.PORTARIA - F.CORREA 03/2026 NF,742.0,pdf_ocr
2026-04,despesa,PG.SINDICO PROF. - SINDICO FK SOLUGOES 03/2026 NF,195.0,pdf_ocr
2026-04,despesa,PG.TARIFA BANCO COBRANCA - 04/,2026.0,pdf_ocr
2026-04,despesa,PG.TRANSACOES BCO.TED - 03/,2026.0,pdf_ocr
2026-04,despesa,PG.TX.FIN.SD.DEV.03/,2026.0,pdf_ocr
2026-04,despesa,PG.VALE REFEICAO/ALIMENTACAO - 05/,2026.0,pdf_ocr
2026-04,despesa,PG.VALE TRANSPORTE - 05/,2026.0,pdf_ocr
2026-04,despesa,REEMB.MAT.EXPEDIENTE - 04/2026 NF.:,7513.0,pdf_ocr
2026-04,despesa,TAXA AUXILIAR ADMINISTRACAO - 04/2026 NF.:,7513.0,pdf_ocr
2026-05,despesa,PG. INTERNET - CLARO 03/,2026.0,pdf_ocr
2026-05,despesa,PG. SENSOR - NGP FERRAGEM NF,2033.0,pdf_ocr
2026-05,despesa,PG.DARF INSS(E-SOCIAL/REINF) - 04/,2026.0,pdf_ocr
2026-05,despesa,PG.FGTS - 04/,2026.0,pdf_ocr
2026-05,despesa,PG.FOLHA FUNC.BCO. - 05/,2026.0,pdf_ocr
2026-05,despesa,PG.ISSQN - 04/,2026.0,pdf_ocr
2026-05,despesa,PG.MANUT.ELEVADOR - ORONA 04/2026 NF,1575.0,pdf_ocr
2026-05,despesa,PG.PINTURA - RIOGRANDENSE NF,250.0,pdf_ocr
2026-05,despesa,PG.REP.BOMBAS - LARISSA EGRES NF,1623.0,pdf_ocr
2026-05,despesa,PG.REP.GESSO - ALINE SILVA NF.4 P.2/,2.0,pdf_ocr
2026-05,despesa,PG.REP.HIDRAULICO - OBRA NO DETALHE NF.7 P.1/,4.0,pdf_ocr
2026-05,despesa,PG.REPAROS - COMARTE NF,1019.0,pdf_ocr
2026-05,despesa,PG.SECOVIMED - 04/,2026.0,pdf_ocr
2026-05,despesa,PG.SEG.VIDA FUNC.05/,2026.0,pdf_ocr
2026-05,despesa,PG.SEGURO INCENDIO - HDI SEGUROS P.1/,6.0,pdf_ocr
2026-05,despesa,PG.SERV.LIMP. - MISSAO DE PAZ 04/2026 NF,760.0,pdf_ocr
2026-05,despesa,PG.SERV.PORTARIA - F.CORREA 04/2026 NF,759.0,pdf_ocr
2026-05,despesa,PG.TARIFA BANCO COBRANGA - 05/,2026.0,pdf_ocr
2026-05,despesa,PG.TRANSAGOES BCO.TED - 04/,2026.0,pdf_ocr
2026-05,despesa,PG.TX.FIN.SD.DEV.04/,2026.0,pdf_ocr
2026-05,despesa,PG.VALE REFEIGAO/ALIMENTAGAO - 06/,2026.0,pdf_ocr
2026-05,despesa,PG.VALE TRANSPORTE - 06/,2026.0,pdf_ocr
2026-05,despesa,REEMB.MAT.EXPEDIENTE - 05/2026 NF.:,8743.0,pdf_ocr
2026-05,despesa,TAXA AUXILIAR ADMINISTRACAO - 05/2026 NF.:,8743.0,pdf_ocr
2026-06,despesa,PG. INTERNET - CLARO 05/,2026.0,pdf_ocr
2026-06,despesa,PG.DARF INSS(E-SOCIAL/REINF) - 05/,2026.0,pdf_ocr
2026-06,despesa,PG.DECLARAGAO PMPA/ISSQNDEC - 05/,2026.0,pdf_ocr
2026-06,despesa,PG.FECHADURA - /MATERIAL-CAPPELLETTI NF,1628.0,pdf_ocr
2026-06,despesa,PG.FGTS - 05/,2026.0,pdf_ocr
2026-06,despesa,PG.FOLHA FUNC.BCO. - 06/,2026.0,pdf_ocr
2026-06,despesa,PG.INSTAL.CAMERAS - ALISSON GOLLO NF,338.0,pdf_ocr
2026-06,despesa,PG.ISSQN - 05/,2026.0,pdf_ocr
2026-06,despesa,PG.MANUT.ELEVADOR - ORONA 05/2026 NF,1839.0,pdf_ocr
2026-06,despesa,PG.MAT.LIMPEZA - LUCIANA ZANINI NF,2728.0,pdf_ocr
2026-06,despesa,PG.MAT.PINTURA - NGP FERRAGEM NF,2088.0,pdf_ocr
2026-06,despesa,PG.PCMSO SECOVIMED - PGR PCMSO-01/,6.0,pdf_ocr
2026-06,despesa,PG.SECOVIMED - 05/,2026.0,pdf_ocr
2026-06,despesa,PG.SEG.VIDA FUNC.06/,2026.0,pdf_ocr
2026-06,despesa,PG.SEGURO INCENDIO - HD! SEGUROS P.2/,6.0,pdf_ocr
2026-06,despesa,PG.SERV.LIMP. - MISSAO DE PAZ 05/2026 NF,772.0,pdf_ocr
2026-06,despesa,PG.SERV.PORTARIA - F.CORREA 05/2026 NF,771.0,pdf_ocr
2026-06,despesa,PG.SINDEF DISSIDIO-DESC.FL.PGT®. - 06/,2026.0,pdf_ocr
2026-06,despesa,PG.SINDICO PROF. - SINDICO FK SOLUGOES 06/2026 NF,208.0,pdf_ocr
2026-06,despesa,PG.TARIFA BANCO COBRANGA - 06/,2026.0,pdf_ocr
2026-06,despesa,PG.TRANSAGOES BCO.TED - 05/,2026.0,pdf_ocr
2026-06,despesa,PG.TX.FIN.SD.DEV.05/,2026.0,pdf_ocr
2026-06,despesa,PG.VALE REFEIGAO/ALIMENTAGAO - 07/,2026.0,pdf_ocr
2026-06,despesa,PG.VALE TRANSPORTE - 07/,2026.0,pdf_ocr
2026-06,despesa,REEMB.MAT.EXPEDIENTE - 06/2026 NF.:,9979.0,pdf_ocr
2026-06,despesa,TAXA AUXILIAR ADMINISTRACAO - 06/2026 NF.:,9979.0,pdf_ocr
