mes_ano,valor,historico,source
2025-09,3.32,FUNDO OBRAS,xls
2025-09,3.1,FUNDO OBRAS,xls
2025-09,2.83,FUNDO OBRAS,xls
2025-09,5.61,FUNDO OBRAS,xls
2025-09,2.82,FUNDO OBRAS,xls
2025-09,2.07,FUNDO OBRAS,xls
2025-09,2.12,FUNDO OBRAS,xls
2025-09,2.02,FUNDO OBRAS,xls
2025-09,5.61,FUNDO OBRAS,xls
2025-09,2.04,FUNDO OBRAS,xls
2025-09,2.06,FUNDO OBRAS,xls
2025-09,1.98,FUNDO OBRAS,xls
2025-09,2.12,FUNDO OBRAS,xls
2025-09,2.82,FUNDO OBRAS,xls
2025-09,5.61,FUNDO OBRAS,xls
2025-09,1.98,FUNDO OBRAS,xls
2025-09,2.07,FUNDO OBRAS,xls
2025-09,2.12,FUNDO OBRAS,xls
2025-09,2.02,FUNDO OBRAS,xls
2025-09,3.1,FUNDO OBRAS,xls
2025-09,2.82,FUNDO OBRAS,xls
2025-09,3.1,FUNDO OBRAS,xls
2025-09,2.04,FUNDO OBRAS,xls
2025-09,1.98,FUNDO OBRAS,xls
2025-09,5.61,FUNDO OBRAS,xls
2025-09,2.04,FUNDO OBRAS,xls
2025-09,3.17,FUNDO OBRAS,xls
2025-09,2.07,FUNDO OBRAS,xls
2025-09,2.02,FUNDO OBRAS,xls
2025-09,3.1,FUNDO OBRAS,xls
2025-09,2.83,FUNDO OBRAS,xls
2025-09,7.08,FUNDO OBRAS,xls
2025-09,2.04,FUNDO OBRAS,xls
2025-09,2.06,FUNDO OBRAS,xls
2025-09,1.98,FUNDO OBRAS,xls
2025-09,2.17,FUNDO OBRAS,xls
2025-09,51.94,FUNDO OBRAS,xls
2025-09,3.17,FUNDO OBRAS,xls
2025-09,2.17,FUNDO OBRAS,xls
2025-09,5.61,FUNDO OBRAS,xls
2025-09,2.04,FUNDO OBRAS,xls
2025-09,2.04,FUNDO OBRAS,xls
2025-09,2.17,FUNDO OBRAS,xls
2025-09,2.07,FUNDO OBRAS,xls
2025-09,5.61,FUNDO OBRAS,xls
2025-09,2.04,FUNDO OBRAS,xls
2025-09,2.17,FUNDO OBRAS,xls
2025-09,3.1,FUNDO OBRAS,xls
2025-09,2.04,FUNDO OBRAS,xls
2025-09,2.04,FUNDO OBRAS,xls
2025-09,2.53,FUNDO OBRAS,xls
2025-09,1.98,FUNDO OBRAS,xls
2025-09,3.1,FUNDO OBRAS,xls
2025-09,2.07,FUNDO OBRAS,xls
2025-09,6.77,FUNDO OBRAS,xls
2025-09,1.98,FUNDO OBRAS,xls
2025-09,2.06,FUNDO OBRAS,xls
2025-09,24.84,TELHADO,xls
2025-09,2.02,FUNDO OBRAS,xls
2025-09,2.82,FUNDO OBRAS,xls
2025-09,5.61,FUNDO OBRAS,xls
2025-09,2.06,FUNDO OBRAS,xls
2025-09,2.17,FUNDO OBRAS,xls
2025-09,2.29,FUNDO OBRAS,xls
2025-09,2.13,FUNDO OBRAS,xls
2025-09,2.04,FUNDO OBRAS,xls
2025-09,10.0,REC.ALUG.DEPÓSITO,xls
2025-09,10.0,REC.ALUG.DEPÓSITO,xls
2025-09,20.0,REC.ALUG.DEPÓSITO,xls
2025-09,10.0,REC.ALUG.DEPÓSITO,xls
2025-09,20.0,REC.ALUG.DEPÓSITO,xls
2025-09,10.0,REC.ALUG.DEPÓSITO,xls
2025-09,290.0,REC.TAXA USO BOX,xls
2025-09,10.0,REC.ALUG.DEPÓSITO,xls
2025-09,20.0,REC.ALUG.DEPÓSITO,xls
2025-10,1573.0,PG.TX.FIN.SD.DEV.09/2025,xls
2025-10,11.66,REC. MULTA,xls
2025-10,276.53,REC.CONDOMÍNIO,xls
2025-10,306.26,REC.CONDOMÍNIO,xls
2025-10,296.31,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,914.46,REC.CONDOMÍNIO,xls
2025-10,3871.0,PG.SÍNDICO PROF.,xls
2025-10,10.77,REC.MULTA+C.M.+JRS.,xls
2025-10,316.1,REC.CONDOMÍNIO,xls
2025-10,6.0,REC. MULTA,xls
2025-10,283.21,REC.CONDOMÍNIO,xls
2025-10,478.52,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,449.35,REC.CONDOMÍNIO,xls
2025-10,306.26,REC.CONDOMÍNIO,xls
2025-10,8.0,REC. MULTA,xls
2025-10,376.74,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,320.83,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,406.29,REC.CONDOMÍNIO,xls
2025-10,469.89,REC.CONDOMÍNIO,xls
2025-10,1740.0,PG.REP.GESSO,xls
2025-10,306.26,REC.CONDOMÍNIO,xls
2025-10,307.59,REC.CONDOMÍNIO,xls
2025-10,449.35,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,449.35,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,406.29,REC.CONDOMÍNIO,xls
2025-10,450.02,REC.CONDOMÍNIO,xls
2025-10,314.86,REC.CONDOMÍNIO,xls
2025-10,301.61,REC.CONDOMÍNIO,xls
2025-10,404.97,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,404.97,REC.CONDOMÍNIO,xls
2025-10,469.89,REC.CONDOMÍNIO,xls
2025-10,301.61,REC.CONDOMÍNIO,xls
2025-10,404.97,REC.CONDOMÍNIO,xls
2025-10,449.01,REC.CONDOMÍNIO,xls
2025-10,320.83,REC.CONDOMÍNIO,xls
2025-10,406.29,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,314.86,REC.CONDOMÍNIO,xls
2025-10,320.83,REC.CONDOMÍNIO,xls
2025-10,469.89,REC.CONDOMÍNIO,xls
2025-10,406.29,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,469.89,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,28.0,PG.TRANSAÇÕES BCO.TED,xls
2025-10,499.04,REC.CONDOMÍNIO,xls
2025-10,335.39,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,914.46,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,342.69,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,314.86,REC.CONDOMÍNIO,xls
2025-10,291.61,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,314.86,REC.CONDOMÍNIO,xls
2025-10,306.26,REC.CONDOMÍNIO,xls
2025-10,406.29,REC.CONDOMÍNIO,xls
2025-10,301.61,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,406.29,REC.CONDOMÍNIO,xls
2025-10,307.59,REC.CONDOMÍNIO,xls
2025-10,301.61,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,944.28,REC.CONDOMÍNIO,xls
2025-10,306.26,REC.CONDOMÍNIO,xls
2025-10,307.59,REC.CONDOMÍNIO,xls
2025-10,320.83,REC.CONDOMÍNIO,xls
2025-10,406.29,REC.CONDOMÍNIO,xls
2025-10,307.59,REC.CONDOMÍNIO,xls
2025-10,320.83,REC.CONDOMÍNIO,xls
2025-10,1471.0,PG.SEGURO INCÊNDIO,xls
2025-10,700.0,PG.MAT.PINTURA,xls
2025-10,38.0,PG.DECLARAÇÃO PMPA/ISSQNDEC,xls
2025-10,966.99,PG.ISSQN,xls
2025-10,406.29,REC.CONDOMÍNIO,xls
2025-10,449.35,REC.CONDOMÍNIO,xls
2025-10,307.59,REC.CONDOMÍNIO,xls
2025-10,618.97,REC.CONDOMÍNIO,xls
2025-10,301.61,REC.CONDOMÍNIO,xls
2025-10,406.29,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,314.86,REC.CONDOMÍNIO,xls
2025-10,469.89,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,307.59,REC.CONDOMÍNIO,xls
2025-10,314.86,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,306.26,REC.CONDOMÍNIO,xls
2025-10,296.31,REC.CONDOMÍNIO,xls
2025-10,314.86,REC.CONDOMÍNIO,xls
2025-10,469.89,REC.CONDOMÍNIO,xls
2025-10,404.97,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,307.59,REC.CONDOMÍNIO,xls
2025-10,314.86,REC.CONDOMÍNIO,xls
2025-10,618.97,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,404.97,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,449.35,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,296.31,REC.CONDOMÍNIO,xls
2025-10,301.61,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,537.48,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,449.35,REC.CONDOMÍNIO,xls
2025-10,954.88,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,306.26,REC.CONDOMÍNIO,xls
2025-10,296.31,REC.CONDOMÍNIO,xls
2025-10,314.86,REC.CONDOMÍNIO,xls
2025-10,6747.48,REC.CONDOMÍNIO,xls
2025-10,18678.25,PG.SERV.PORTARIA,xls
2025-10,5147.3,PG.SERV.LIMP.,xls
2025-10,320.83,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,320.83,REC.CONDOMÍNIO,xls
2025-10,307.59,REC.CONDOMÍNIO,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,11.93,REC. MULTA,xls
2025-10,296.31,REC.CONDOMÍNIO,xls
2025-10,320.83,REC.CONDOMÍNIO,xls
2025-10,404.97,REC.CONDOMÍNIO,xls
2025-10,6.13,REC. MULTA,xls
2025-10,296.31,REC.CONDOMÍNIO,xls
2025-10,6.24,REC. MULTA,xls
2025-10,301.61,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,352.81,PG.FGTS,xls
2025-10,300.0,PG.ADTO.SALÁRIO,xls
2025-10,300.0,PG.ADTO.SALÁRIO,xls
2025-10,7.59,REC. MULTA,xls
2025-10,367.21,REC.CONDOMÍNIO,xls
2025-10,9.13,REC. MULTA,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,6.35,REC. MULTA,xls
2025-10,307.59,REC.CONDOMÍNIO,xls
2025-10,11198.12,ÁGUA/ESGOTO,xls
2025-10,124.64,PG. INTERNET,xls
2025-10,896.27,PG.MANUT.ELEVADOR,xls
2025-10,129.82,PG.REP.ELEVADOR,xls
2025-10,308.33,PG.REP.ELEVADOR,xls
2025-10,77.99,PG.MANUTENÇÃO,xls
2025-10,6.33,REC. MULTA,xls
2025-10,306.26,REC.CONDOMÍNIO,xls
2025-10,4662.63,PG.DARF INSS(E-SOCIAL/REINF),xls
2025-10,417.7,REC.CONDOMÍNIO,xls
2025-10,80.0,PG.ELAB-REINF/E-SOCIAL/IMPOSTOS,xls
2025-10,9.13,REC. MULTA,xls
2025-10,441.39,REC.CONDOMÍNIO,xls
2025-10,6.27,REC. MULTA,xls
2025-10,303.59,REC.CONDOMÍNIO,xls
2025-10,604.67,PG.VALE TRANSPORTE,xls
2025-10,2000.0,HONOR.ADVOC.,xls
2025-10,1630.5,PG.SERV.PRESTADOS,xls
2025-10,200.0,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,xls
2025-10,175.32,PG.SECOVIMED,xls
2025-10,15.87,REC. MULTA,xls
2025-10,765.4,REC.CONDOMÍNIO,xls
2025-10,1735.0,PG.REPAROS,xls
2025-10,20.25,PG.REMESSA DOCTOS.,xls
2025-10,62.4,PG.CEEE,xls
2025-10,118.94,REEMB.MAT.EXPEDIENTE,xls
2025-10,1189.37,TAXA AUXILIAR ADMINISTRACAO,xls
2025-10,986.31,PG.CEEE,xls
2025-10,885.5,PG.CEEE,xls
2025-10,9.2,PG.REMESSA DOCTOS.,xls
2025-10,590.0,PG.INSTALAÇÃO,xls
2025-10,313.53,REC.CONDOMÍNIO,xls
2025-10,227.04,PG.SEG.VIDA FUNC.10/2025,xls
2025-10,333.97,REC.CONDOMÍNIO,xls
2025-10,302.32,REC.CONDOMÍNIO,xls
2025-10,12.0,PG.IMPRESSÕES/FOTOC.,xls
2025-10,19.6,PG.FOLHA FUNC.BCO.,xls
2025-10,644.0,PG.TARIFA BANCO COBRANÇA,xls
2025-10,1649.75,PG.SALÁRIO,xls
2025-10,1592.7,PG.SALÁRIO,xls
2025-10,6.63,REC. MULTA,xls
2025-10,320.83,REC.CONDOMÍNIO,xls
2025-10,439.46,REC.CONDOMÍNIO,xls
2025-10,319.47,REC.CONDOMÍNIO,xls
2025-10,310.4,REP.HIDRÁULICO,xls
2025-10,316.35,REC.,xls
2025-10,80.0,REC.,xls
2025-10,8.27,13º SALARIO,xls
2025-10,7.96,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,27.2,13º SALARIO,xls
2025-10,13.63,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,12.72,13º SALARIO,xls
2025-10,8.27,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,8.72,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,11.38,13º SALARIO,xls
2025-10,13.36,13º SALARIO,xls
2025-10,8.27,13º SALARIO,xls
2025-10,8.31,13º SALARIO,xls
2025-10,12.72,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,12.72,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,11.38,13º SALARIO,xls
2025-10,12.74,13º SALARIO,xls
2025-10,8.54,13º SALARIO,xls
2025-10,8.13,13º SALARIO,xls
2025-10,11.34,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,11.34,13º SALARIO,xls
2025-10,13.36,13º SALARIO,xls
2025-10,8.13,13º SALARIO,xls
2025-10,11.34,13º SALARIO,xls
2025-10,13.36,13º SALARIO,xls
2025-10,8.72,13º SALARIO,xls
2025-10,11.38,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.54,13º SALARIO,xls
2025-10,8.72,13º SALARIO,xls
2025-10,13.36,13º SALARIO,xls
2025-10,11.38,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,13.36,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,14.27,13º SALARIO,xls
2025-10,9.18,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,27.2,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,9.4,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.54,13º SALARIO,xls
2025-10,8.13,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.54,13º SALARIO,xls
2025-10,8.27,13º SALARIO,xls
2025-10,11.38,13º SALARIO,xls
2025-10,8.13,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,11.38,13º SALARIO,xls
2025-10,8.31,13º SALARIO,xls
2025-10,8.13,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,28.13,13º SALARIO,xls
2025-10,8.27,13º SALARIO,xls
2025-10,8.31,13º SALARIO,xls
2025-10,8.72,13º SALARIO,xls
2025-10,11.38,13º SALARIO,xls
2025-10,8.31,13º SALARIO,xls
2025-10,8.72,13º SALARIO,xls
2025-10,11.38,13º SALARIO,xls
2025-10,12.72,13º SALARIO,xls
2025-10,8.31,13º SALARIO,xls
2025-10,18.0,13º SALARIO,xls
2025-10,8.13,13º SALARIO,xls
2025-10,11.38,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,8.54,13º SALARIO,xls
2025-10,13.36,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,8.31,13º SALARIO,xls
2025-10,8.54,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.27,13º SALARIO,xls
2025-10,7.96,13º SALARIO,xls
2025-10,8.54,13º SALARIO,xls
2025-10,13.36,13º SALARIO,xls
2025-10,11.34,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,8.31,13º SALARIO,xls
2025-10,8.54,13º SALARIO,xls
2025-10,18.0,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,11.34,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,12.72,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,7.96,13º SALARIO,xls
2025-10,8.13,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,15.47,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,12.72,13º SALARIO,xls
2025-10,28.46,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.27,13º SALARIO,xls
2025-10,7.96,13º SALARIO,xls
2025-10,8.54,13º SALARIO,xls
2025-10,208.76,13º SALARIO,xls
2025-10,8.72,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.72,13º SALARIO,xls
2025-10,8.31,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,7.96,13º SALARIO,xls
2025-10,8.72,13º SALARIO,xls
2025-10,11.34,13º SALARIO,xls
2025-10,7.96,13º SALARIO,xls
2025-10,8.13,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,10.17,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,8.31,13º SALARIO,xls
2025-10,8.27,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,22.56,13º SALARIO,xls
2025-10,8.54,13º SALARIO,xls
2025-10,9.18,13º SALARIO,xls
2025-10,8.19,13º SALARIO,xls
2025-10,8.72,13º SALARIO,xls
2025-10,12.48,13º SALARIO,xls
2025-10,8.72,13º SALARIO,xls
2025-10,14.52,REC.CH.EXTRA FÉRIAS,xls
2025-10,14.94,REC.CH.EXTRA FÉRIAS,xls
2025-10,20.7,REC.CH.EXTRA FÉRIAS,xls
2025-10,23.22,REC.CH.EXTRA FÉRIAS,xls
2025-10,1.98,FUNDO OBRAS,xls
2025-10,2.06,FUNDO OBRAS,xls
2025-10,1.98,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,6.78,FUNDO OBRAS,xls
2025-10,1.98,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,3.4,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,3.17,FUNDO OBRAS,xls
2025-10,2.06,FUNDO OBRAS,xls
2025-10,2.82,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,2.18,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.84,FUNDO OBRAS,xls
2025-10,3.33,FUNDO OBRAS,xls
2025-10,2.06,FUNDO OBRAS,xls
2025-10,2.07,FUNDO OBRAS,xls
2025-10,3.17,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,3.17,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,2.84,FUNDO OBRAS,xls
2025-10,3.18,FUNDO OBRAS,xls
2025-10,2.13,FUNDO OBRAS,xls
2025-10,2.03,FUNDO OBRAS,xls
2025-10,2.83,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,2.83,FUNDO OBRAS,xls
2025-10,3.33,FUNDO OBRAS,xls
2025-10,2.03,FUNDO OBRAS,xls
2025-10,2.83,FUNDO OBRAS,xls
2025-10,3.33,FUNDO OBRAS,xls
2025-10,2.18,FUNDO OBRAS,xls
2025-10,2.84,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.13,FUNDO OBRAS,xls
2025-10,2.18,FUNDO OBRAS,xls
2025-10,3.33,FUNDO OBRAS,xls
2025-10,2.84,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,3.33,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,3.56,FUNDO OBRAS,xls
2025-10,2.29,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,6.78,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.34,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.13,FUNDO OBRAS,xls
2025-10,2.03,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.13,FUNDO OBRAS,xls
2025-10,2.06,FUNDO OBRAS,xls
2025-10,2.84,FUNDO OBRAS,xls
2025-10,2.03,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,2.84,FUNDO OBRAS,xls
2025-10,2.07,FUNDO OBRAS,xls
2025-10,2.03,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,7.01,FUNDO OBRAS,xls
2025-10,2.06,FUNDO OBRAS,xls
2025-10,2.07,FUNDO OBRAS,xls
2025-10,2.18,FUNDO OBRAS,xls
2025-10,2.84,FUNDO OBRAS,xls
2025-10,2.07,FUNDO OBRAS,xls
2025-10,2.18,FUNDO OBRAS,xls
2025-10,2.84,FUNDO OBRAS,xls
2025-10,3.17,FUNDO OBRAS,xls
2025-10,2.07,FUNDO OBRAS,xls
2025-10,4.49,FUNDO OBRAS,xls
2025-10,2.03,FUNDO OBRAS,xls
2025-10,2.84,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,2.13,FUNDO OBRAS,xls
2025-10,3.33,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,2.07,FUNDO OBRAS,xls
2025-10,2.13,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.06,FUNDO OBRAS,xls
2025-10,1.98,FUNDO OBRAS,xls
2025-10,2.13,FUNDO OBRAS,xls
2025-10,3.33,FUNDO OBRAS,xls
2025-10,2.83,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,2.07,FUNDO OBRAS,xls
2025-10,2.13,FUNDO OBRAS,xls
2025-10,4.49,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,2.83,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,3.17,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,1.98,FUNDO OBRAS,xls
2025-10,2.03,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,3.86,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,3.17,FUNDO OBRAS,xls
2025-10,7.1,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.06,FUNDO OBRAS,xls
2025-10,1.98,FUNDO OBRAS,xls
2025-10,2.13,FUNDO OBRAS,xls
2025-10,52.05,FUNDO OBRAS,xls
2025-10,2.18,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.18,FUNDO OBRAS,xls
2025-10,2.07,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,1.98,FUNDO OBRAS,xls
2025-10,2.18,FUNDO OBRAS,xls
2025-10,2.83,FUNDO OBRAS,xls
2025-10,1.98,FUNDO OBRAS,xls
2025-10,2.03,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.53,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,2.07,FUNDO OBRAS,xls
2025-10,2.06,FUNDO OBRAS,xls
2025-10,3.17,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,5.63,FUNDO OBRAS,xls
2025-10,2.13,FUNDO OBRAS,xls
2025-10,2.29,FUNDO OBRAS,xls
2025-10,2.04,FUNDO OBRAS,xls
2025-10,2.18,FUNDO OBRAS,xls
2025-10,3.11,FUNDO OBRAS,xls
2025-10,2.18,FUNDO OBRAS,xls
2025-10,290.0,REC.TAXA USO BOX,xls
2025-10,10.0,REC.ALUG.DEPÓSITO,xls
2025-10,10.0,REC.ALUG.DEPÓSITO,xls
2025-10,20.0,REC.ALUG.DEPÓSITO,xls
2025-10,10.0,REC.ALUG.DEPÓSITO,xls
2025-10,290.0,REC.TAXA USO BOX,xls
2025-10,10.0,REC.ALUG.DEPÓSITO,xls
2025-10,290.0,REC.TAXA USO BOX,xls
2025-10,20.0,REC.ALUG.DEPÓSITO,xls
