mes_ano,evento,valor,tipo,source
2026-04,PG.REP.ELEVADOR,763.23,xls_fill,xls
2026-04,PG.REP.HIDRÁULICO,450.0,xls_fill,xls
2026-04,PG.SALÁRIO,3172.48,xls_fill,xls
2026-04,PG.SECOVIMED,175.32,xls_fill,xls
2026-04,PG.SEG.VIDA FUNC.04/2026,283.98,xls_fill,xls
2026-04,PG.SÍNDICO PROF.,3871.0,xls_fill,xls
2026-04,PG.TARIFA BANCO COBRANÇA,717.6,xls_fill,xls
2026-04,PG.TRANSAÇÕES BCO.TED,40.5,xls_fill,xls
2026-04,PG.TX.FIN.SD.DEV.03/2026,1066.0,xls_fill,xls
2026-04,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,200.0,xls_fill,xls
2026-04,PG.VALE TRANSPORTE,1384.76,xls_fill,xls
2026-04,REC. MULTA,124.03999999999999,xls_fill,xls
2026-04,REC.ALUG.DEPÓSITO,170.0,xls_fill,xls
2026-04,REC.CH.EXTRA FÉRIAS,1859.42,xls_fill,xls
2026-04,REC.CONDOMÍNIO,70616.86,xls_fill,xls
2026-04,REC.MULTA+C.M.+JRS.,549.89,xls_fill,xls
2026-04,REC.TAXA USO BOX,580.0,xls_fill,xls
2026-04,REEMB.MAT.EXPEDIENTE,118.96,xls_fill,xls
2026-04,TAXA AUXILIAR ADMINISTRACAO,1189.36,xls_fill,xls
2026-04,TELHADO,24.84,xls_fill,xls
2026-04,ÁGUA/ESGOTO,9405.0,xls_fill,xls
2026-05,13º SALARIO,12.72,xls_fill,xls
2026-05,DIF.SALARIAL,611.84,xls_fill,xls
2026-05,E-CONSIGNADO CLT CONDS.,251.73,xls_fill,xls
2026-05,FUNDO OBRAS,515.22,xls_fill,xls
2026-05,PG. INTERNET,124.06,xls_fill,xls
2026-05,PG.ADTO.SALÁRIO,499.31,xls_fill,xls
2026-05,PG.CEEE,2183.86,xls_fill,xls
2026-05,PG.DARF INSS(E-SOCIAL/REINF),6841.94,xls_fill,xls
2026-05,PG.DECLARAÇÃO PMPA/ISSQNDEC,40.0,xls_fill,xls
2026-05,PG.ELAB-REINF/E-SOCIAL/IMPOSTOS,88.0,xls_fill,xls
2026-05,PG.FGTS,359.66,xls_fill,xls
2026-05,PG.FOLHA FUNC.BCO.,22.0,xls_fill,xls
2026-05,PG.IMPRESSÕES/FOTOC.,21.0,xls_fill,xls
2026-05,PG.ISSQN,960.39,xls_fill,xls
2026-05,PG.REMESSA DOCTOS.,33.5,xls_fill,xls
2026-05,PG.REP.ELEVADOR,941.76,xls_fill,xls
2026-05,PG.REP.HIDRÁULICO,383.68,xls_fill,xls
2026-05,PG.RETIRADA,470.0,xls_fill,xls
2026-05,PG.SALÁRIO,3318.54,xls_fill,xls
2026-05,PG.SECOVIMED,175.32,xls_fill,xls
2026-05,PG.SEG.VIDA FUNC.05/2026,283.98,xls_fill,xls
2026-05,PG.SEGURO INCÊNDIO,1544.55,xls_fill,xls
2026-05,PG.SÍNDICO PROF.,7742.0,xls_fill,xls
2026-05,PG.TARIFA BANCO COBRANÇA,717.6,xls_fill,xls
2026-05,PG.TRANSAÇÕES BCO.TED,31.5,xls_fill,xls
2026-05,PG.TX.FIN.SD.DEV.04/2026,912.0,xls_fill,xls
2026-05,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,200.0,xls_fill,xls
2026-05,PG.VALE TRANSPORTE,1287.24,xls_fill,xls
2026-05,REC. MULTA,70.79,xls_fill,xls
2026-05,REC.ALUG.DEPÓSITO,120.0,xls_fill,xls
2026-05,REC.CH.EXTRA FÉRIAS,118.75,xls_fill,xls
2026-05,REC.COND.ESTACIONAMENTO,40.0,xls_fill,xls
2026-05,REC.CONDOMÍNIO,66333.0,xls_fill,xls
2026-05,REC.DEVOLUÇÃO,834.74,xls_fill,xls
2026-05,REC.DEVOLUÇÃO RETIRADA,1900.0,xls_fill,xls
2026-05,REC.MULTA+C.M.+JRS.,401.37,xls_fill,xls
2026-05,REC.TAXA USO BOX,1450.0,xls_fill,xls
2026-05,REEMB.MAT.EXPEDIENTE,119.68,xls_fill,xls
2026-05,TAXA AUXILIAR ADMINISTRACAO,1196.68,xls_fill,xls
2026-05,VALOR,3533.4,xls_fill,xls
2026-05,ÁGUA/ESGOTO,10058.4,xls_fill,xls
2026-06,13º SALARIO,12.72,xls_fill,xls
2026-06,DIF.SALARIAL,569.85,xls_fill,xls
2026-06,E-CONSIGNADO CLT CONDS.,251.73,xls_fill,xls
2026-06,ESTORNO,437.93,xls_fill,xls
2026-06,FUNDO OBRAS,485.64,xls_fill,xls
2026-06,INDENIZ.FUNC.,197.12,xls_fill,xls
2026-06,PG. INTERNET,124.06,xls_fill,xls
2026-06,PG.ADTO.SALÁRIO,499.31,xls_fill,xls
2026-06,PG.CEEE,2380.01,xls_fill,xls
2026-06,PG.DARF INSS(E-SOCIAL/REINF),6861.45,xls_fill,xls
2026-06,PG.DECLARAÇÃO PMPA/ISSQNDEC,40.0,xls_fill,xls
2026-06,PG.ELAB-REINF/E-SOCIAL/IMPOSTOS,88.0,xls_fill,xls
2026-06,PG.FGTS,394.95,xls_fill,xls
2026-06,PG.FOLHA FUNC.BCO.,22.0,xls_fill,xls
2026-06,PG.IMPRESSÕES/FOTOC.,16.8,xls_fill,xls
2026-06,PG.INSTAL.CÂMERAS,317.4,xls_fill,xls
2026-06,PG.ISSQN,1052.82,xls_fill,xls
2026-06,PG.REMESSA DOCTOS.,30.8,xls_fill,xls
2026-06,PG.REP.ELEVADOR,678.3299999999999,xls_fill,xls
2026-06,PG.REP.HIDRÁULICO,1692.4,xls_fill,xls
2026-06,PG.SALÁRIO,3295.9,xls_fill,xls
2026-06,PG.SECOVIMED,175.32,xls_fill,xls
2026-06,PG.SEG.VIDA FUNC.06/2026,283.98,xls_fill,xls
2026-06,PG.SEGURO INCÊNDIO,1544.54,xls_fill,xls
2026-06,PG.SERV.PRESTADOS,350.0,xls_fill,xls
2026-06,PG.SINDEF DISSÍDIO-DESC.FL.PGTº.,247.26,xls_fill,xls
2026-06,PG.SÍNDICO PROF.,3900.4,xls_fill,xls
2026-06,PG.TARIFA BANCO COBRANÇA,717.6,xls_fill,xls
2026-06,PG.TRANSAÇÕES BCO.TED,45.0,xls_fill,xls
2026-06,PG.TX.FIN.SD.DEV.05/2026,928.0,xls_fill,xls
2026-06,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,200.0,xls_fill,xls
2026-06,PG.VALE TRANSPORTE,2103.41,xls_fill,xls
2026-06,REC. MULTA,55.46,xls_fill,xls
2026-06,REC.ACORDO,476.35,xls_fill,xls
2026-06,REC.ALUG.DEPÓSITO,130.0,xls_fill,xls
2026-06,REC.CH.EXTRA FÉRIAS,63.84,xls_fill,xls
2026-06,REC.CONDOMÍNIO,68222.57,xls_fill,xls
2026-06,REC.MULTA+C.M.+JRS.,149.07999999999998,xls_fill,xls
2026-06,REC.TAXA USO BOX,580.0,xls_fill,xls
2026-06,REEMB.MAT.EXPEDIENTE,119.68,xls_fill,xls
2026-06,RETIRADA P/POSTERIOR ACERTO,3900.4,xls_fill,xls
2026-06,TAXA AUXILIAR ADMINISTRACAO,1196.68,xls_fill,xls
2026-06,VALOR,1150.36,xls_fill,xls
2026-06,ÁGUA/ESGOTO,10216.8,xls_fill,xls
