mes_ano,evento,valor,tipo,source,type
2025-09,REC.ALUG.DEPÓSITO,10.0,,xls_fill,gap_fill
2025-09,REC.ALUG.DEPÓSITO,10.0,,xls_fill,gap_fill
2025-09,REC.ALUG.DEPÓSITO,20.0,,xls_fill,gap_fill
2025-09,REC.ALUG.DEPÓSITO,10.0,,xls_fill,gap_fill
2025-09,REC.ALUG.DEPÓSITO,20.0,,xls_fill,gap_fill
2025-09,REC.ALUG.DEPÓSITO,10.0,,xls_fill,gap_fill
2025-09,REC.TAXA USO BOX,290.0,,xls_fill,gap_fill
2025-09,REC.ALUG.DEPÓSITO,10.0,,xls_fill,gap_fill
2025-09,REC.ALUG.DEPÓSITO,20.0,,xls_fill,gap_fill
2025-10,PG.TX.FIN.SD.DEV.09/2025,1573.0,,xls_fill,gap_fill
2025-10,REC. MULTA,11.66,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,276.53,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,306.26,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,296.31,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,914.46,,xls_fill,gap_fill
2025-10,REC.MULTA+C.M.+JRS.,10.77,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,316.1,,xls_fill,gap_fill
2025-10,REC. MULTA,6.0,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,283.21,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,478.52,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,449.35,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,306.26,,xls_fill,gap_fill
2025-10,REC. MULTA,8.0,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,376.74,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,320.83,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,406.29,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,469.89,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,306.26,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,307.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,449.35,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,449.35,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,406.29,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,450.02,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,314.86,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,301.61,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,404.97,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,404.97,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,469.89,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,301.61,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,404.97,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,449.01,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,320.83,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,406.29,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,314.86,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,320.83,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,469.89,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,406.29,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,469.89,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,PG.TRANSAÇÕES BCO.TED,28.0,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,499.04,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,335.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,914.46,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,342.69,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,314.86,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,291.61,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,314.86,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,306.26,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,406.29,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,301.61,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,406.29,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,307.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,301.61,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,944.28,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,306.26,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,307.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,320.83,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,406.29,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,307.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,320.83,,xls_fill,gap_fill
2025-10,PG.DECLARAÇÃO PMPA/ISSQNDEC,38.0,,xls_fill,gap_fill
2025-10,PG.ISSQN,966.99,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,406.29,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,449.35,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,307.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,618.97,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,301.61,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,406.29,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,314.86,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,469.89,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,307.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,314.86,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,306.26,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,296.31,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,314.86,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,469.89,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,404.97,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,307.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,314.86,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,618.97,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,404.97,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,449.35,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,296.31,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,301.61,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,537.48,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,449.35,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,954.88,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,306.26,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,296.31,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,314.86,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,6747.48,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,320.83,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,320.83,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,307.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC. MULTA,11.93,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,296.31,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,320.83,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,404.97,,xls_fill,gap_fill
2025-10,REC. MULTA,6.13,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,296.31,,xls_fill,gap_fill
2025-10,REC. MULTA,6.24,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,301.61,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,PG.FGTS,352.81,,xls_fill,gap_fill
2025-10,PG.ADTO.SALÁRIO,300.0,,xls_fill,gap_fill
2025-10,PG.ADTO.SALÁRIO,300.0,,xls_fill,gap_fill
2025-10,REC. MULTA,7.59,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,367.21,,xls_fill,gap_fill
2025-10,REC. MULTA,9.13,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC. MULTA,6.35,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,307.59,,xls_fill,gap_fill
2025-10,ÁGUA/ESGOTO,11198.12,,xls_fill,gap_fill
2025-10,PG. INTERNET,124.64,,xls_fill,gap_fill
2025-10,PG.REP.ELEVADOR,129.82,,xls_fill,gap_fill
2025-10,PG.REP.ELEVADOR,308.33,,xls_fill,gap_fill
2025-10,PG.MANUTENÇÃO,77.99,,xls_fill,gap_fill
2025-10,REC. MULTA,6.33,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,306.26,,xls_fill,gap_fill
2025-10,PG.DARF INSS(E-SOCIAL/REINF),4662.63,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,417.7,,xls_fill,gap_fill
2025-10,PG.ELAB-REINF/E-SOCIAL/IMPOSTOS,80.0,,xls_fill,gap_fill
2025-10,REC. MULTA,9.13,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,441.39,,xls_fill,gap_fill
2025-10,REC. MULTA,6.27,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,303.59,,xls_fill,gap_fill
2025-10,PG.VALE TRANSPORTE,604.67,,xls_fill,gap_fill
2025-10,HONOR.ADVOC.,2000.0,,xls_fill,gap_fill
2025-10,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,200.0,,xls_fill,gap_fill
2025-10,PG.SECOVIMED,175.32,,xls_fill,gap_fill
2025-10,REC. MULTA,15.87,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,765.4,,xls_fill,gap_fill
2025-10,PG.REMESSA DOCTOS.,20.25,,xls_fill,gap_fill
2025-10,PG.CEEE,62.4,,xls_fill,gap_fill
2025-10,REEMB.MAT.EXPEDIENTE,118.94,,xls_fill,gap_fill
2025-10,TAXA AUXILIAR ADMINISTRACAO,1189.37,,xls_fill,gap_fill
2025-10,PG.CEEE,986.31,,xls_fill,gap_fill
2025-10,PG.CEEE,885.5,,xls_fill,gap_fill
2025-10,PG.REMESSA DOCTOS.,9.2,,xls_fill,gap_fill
2025-10,PG.INSTALAÇÃO,590.0,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,313.53,,xls_fill,gap_fill
2025-10,PG.SEG.VIDA FUNC.10/2025,227.04,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,333.97,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,302.32,,xls_fill,gap_fill
2025-10,PG.IMPRESSÕES/FOTOC.,12.0,,xls_fill,gap_fill
2025-10,PG.FOLHA FUNC.BCO.,19.6,,xls_fill,gap_fill
2025-10,PG.TARIFA BANCO COBRANÇA,644.0,,xls_fill,gap_fill
2025-10,PG.SALÁRIO,1649.75,,xls_fill,gap_fill
2025-10,PG.SALÁRIO,1592.7,,xls_fill,gap_fill
2025-10,REC. MULTA,6.63,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,320.83,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,439.46,,xls_fill,gap_fill
2025-10,REC.CONDOMÍNIO,319.47,,xls_fill,gap_fill
2025-10,REP.HIDRÁULICO,310.4,,xls_fill,gap_fill
2025-10,REC.,316.35,,xls_fill,gap_fill
2025-10,REC.,80.0,,xls_fill,gap_fill
2025-10,13º SALARIO,8.27,,xls_fill,gap_fill
2025-10,13º SALARIO,7.96,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,27.2,,xls_fill,gap_fill
2025-10,13º SALARIO,13.63,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,12.72,,xls_fill,gap_fill
2025-10,13º SALARIO,8.27,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,8.72,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,11.38,,xls_fill,gap_fill
2025-10,13º SALARIO,13.36,,xls_fill,gap_fill
2025-10,13º SALARIO,8.27,,xls_fill,gap_fill
2025-10,13º SALARIO,8.31,,xls_fill,gap_fill
2025-10,13º SALARIO,12.72,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,12.72,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,11.38,,xls_fill,gap_fill
2025-10,13º SALARIO,12.74,,xls_fill,gap_fill
2025-10,13º SALARIO,8.54,,xls_fill,gap_fill
2025-10,13º SALARIO,8.13,,xls_fill,gap_fill
2025-10,13º SALARIO,11.34,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,11.34,,xls_fill,gap_fill
2025-10,13º SALARIO,13.36,,xls_fill,gap_fill
2025-10,13º SALARIO,8.13,,xls_fill,gap_fill
2025-10,13º SALARIO,11.34,,xls_fill,gap_fill
2025-10,13º SALARIO,13.36,,xls_fill,gap_fill
2025-10,13º SALARIO,8.72,,xls_fill,gap_fill
2025-10,13º SALARIO,11.38,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.54,,xls_fill,gap_fill
2025-10,13º SALARIO,8.72,,xls_fill,gap_fill
2025-10,13º SALARIO,13.36,,xls_fill,gap_fill
2025-10,13º SALARIO,11.38,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,13.36,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,14.27,,xls_fill,gap_fill
2025-10,13º SALARIO,9.18,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,27.2,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,9.4,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.54,,xls_fill,gap_fill
2025-10,13º SALARIO,8.13,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.54,,xls_fill,gap_fill
2025-10,13º SALARIO,8.27,,xls_fill,gap_fill
2025-10,13º SALARIO,11.38,,xls_fill,gap_fill
2025-10,13º SALARIO,8.13,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,11.38,,xls_fill,gap_fill
2025-10,13º SALARIO,8.31,,xls_fill,gap_fill
2025-10,13º SALARIO,8.13,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,28.13,,xls_fill,gap_fill
2025-10,13º SALARIO,8.27,,xls_fill,gap_fill
2025-10,13º SALARIO,8.31,,xls_fill,gap_fill
2025-10,13º SALARIO,8.72,,xls_fill,gap_fill
2025-10,13º SALARIO,11.38,,xls_fill,gap_fill
2025-10,13º SALARIO,8.31,,xls_fill,gap_fill
2025-10,13º SALARIO,8.72,,xls_fill,gap_fill
2025-10,13º SALARIO,11.38,,xls_fill,gap_fill
2025-10,13º SALARIO,12.72,,xls_fill,gap_fill
2025-10,13º SALARIO,8.31,,xls_fill,gap_fill
2025-10,13º SALARIO,18.0,,xls_fill,gap_fill
2025-10,13º SALARIO,8.13,,xls_fill,gap_fill
2025-10,13º SALARIO,11.38,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,8.54,,xls_fill,gap_fill
2025-10,13º SALARIO,13.36,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,8.31,,xls_fill,gap_fill
2025-10,13º SALARIO,8.54,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.27,,xls_fill,gap_fill
2025-10,13º SALARIO,7.96,,xls_fill,gap_fill
2025-10,13º SALARIO,8.54,,xls_fill,gap_fill
2025-10,13º SALARIO,13.36,,xls_fill,gap_fill
2025-10,13º SALARIO,11.34,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,8.31,,xls_fill,gap_fill
2025-10,13º SALARIO,8.54,,xls_fill,gap_fill
2025-10,13º SALARIO,18.0,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,11.34,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,12.72,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,7.96,,xls_fill,gap_fill
2025-10,13º SALARIO,8.13,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,15.47,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,12.72,,xls_fill,gap_fill
2025-10,13º SALARIO,28.46,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.27,,xls_fill,gap_fill
2025-10,13º SALARIO,7.96,,xls_fill,gap_fill
2025-10,13º SALARIO,8.54,,xls_fill,gap_fill
2025-10,13º SALARIO,208.76,,xls_fill,gap_fill
2025-10,13º SALARIO,8.72,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.72,,xls_fill,gap_fill
2025-10,13º SALARIO,8.31,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,7.96,,xls_fill,gap_fill
2025-10,13º SALARIO,8.72,,xls_fill,gap_fill
2025-10,13º SALARIO,11.34,,xls_fill,gap_fill
2025-10,13º SALARIO,7.96,,xls_fill,gap_fill
2025-10,13º SALARIO,8.13,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,10.17,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,8.31,,xls_fill,gap_fill
2025-10,13º SALARIO,8.27,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,22.56,,xls_fill,gap_fill
2025-10,13º SALARIO,8.54,,xls_fill,gap_fill
2025-10,13º SALARIO,9.18,,xls_fill,gap_fill
2025-10,13º SALARIO,8.19,,xls_fill,gap_fill
2025-10,13º SALARIO,8.72,,xls_fill,gap_fill
2025-10,13º SALARIO,12.48,,xls_fill,gap_fill
2025-10,13º SALARIO,8.72,,xls_fill,gap_fill
2025-10,REC.CH.EXTRA FÉRIAS,14.52,,xls_fill,gap_fill
2025-10,REC.CH.EXTRA FÉRIAS,14.94,,xls_fill,gap_fill
2025-10,REC.CH.EXTRA FÉRIAS,20.7,,xls_fill,gap_fill
2025-10,REC.CH.EXTRA FÉRIAS,23.22,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,1.98,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.06,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,1.98,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,5.63,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,6.78,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,1.98,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.4,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.17,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.06,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.82,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.11,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.18,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.84,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.33,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.06,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.07,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.17,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.17,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.11,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.84,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.18,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.13,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.03,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.83,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,5.63,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.83,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.33,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.03,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.83,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.33,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.18,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.84,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.13,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.18,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.33,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.84,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.33,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.11,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,5.63,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.11,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,3.56,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.29,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,6.78,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
2025-10,FUNDO OBRAS,2.04,,xls_fill,gap_fill
